,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_03245,CP008776.1,616098,616637,+,rsmD,rRNA methyltransferase,AKK70083.1,,"Replication, recombination and repair"
SP5448_03250,CP008776.1,616627,617118,+,coaD,phosphopantetheine adenylyltransferase,AKK70084.1,,Coenzyme transport and metabolism
SP5448_03255,CP008776.1,617105,618142,+,ylbL,peptidase S16,AKK70085.1,CovR,Signal transduction mechanisms
SP5448_03265,CP008776.1,619956,620600,+,yutD,transcriptional regulator,AKK70086.1,"Rgg,Irr_LE_M6","Translation, ribosomal structure and biogenesis"
SP5448_03270,CP008776.1,620604,621683,+,rlmN,ribosomal RNA large subunit methyltransferase N,AKK70087.1,Mga,"Translation, ribosomal structure and biogenesis"
SP5448_03275,CP008776.1,621765,622391,-,pilD,peptidase,AKK70088.1,,Function unknown
SP5448_03280,CP008776.1,622619,623146,+,dps,ferritin,AKK70089.1,"PerR,CovR",Inorganic ion transport and metabolism
SP5448_03285,CP008776.1,623288,623491,+,yqgQ,hypothetical protein,AKK70090.1,"CcpA,Rgg,Srv_M1",Function unknown
SP5448_03290,CP008776.1,623496,624467,+,glk,glucokinase,AKK70091.1,"CcpA,TrxR_M1,CovR",Carbohydrate transport and metabolism
SP5448_03295,CP008776.1,624477,624866,+,yqhL,NADH dehydrogenase,AKK70092.1,"CcpA,CcpA_core_M1,TrxR_M1",Inorganic ion transport and metabolism
SP5448_03300,CP008776.1,625049,626890,+,typA,GTP-binding protein TypA,AKK70093.1,Irr_EE_M6,Signal transduction mechanisms
SP5448_03305,CP008776.1,627012,627263,+,SP5448_03305,membrane protein,AKK70094.1,Rgg,Function unknown
SP5448_03310,CP008776.1,627633,628991,+,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,AKK70095.1,,Cell wall/membrane/envelope biogenesis
SP5448_03315,CP008776.1,628991,630073,+,murG,UDP-diphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,AKK70096.1,,Cell wall/membrane/envelope biogenesis
SP5448_03320,CP008776.1,630074,631222,+,divIB,cell division protein FtsQ,AKK70097.1,"TrxR_M1,Irr_LE_M6","Cell cycle control, cell division, chromosome partitioning"
SP5448_03325,CP008776.1,631434,632798,+,ftsA,cell division protein FtsA,AKK70098.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_03330,CP008776.1,632822,634141,+,ftsZ,cell division protein FtsZ,AKK70099.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_03335,CP008776.1,634144,634815,+,ylmE,cell division protein,AKK70100.1,,Function unknown
SP5448_03340,CP008776.1,634827,635483,+,sepF,cell division protein SepF,AKK70101.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_03345,CP008776.1,635488,635742,+,yggT,membrane protein,AKK70102.1,"Nra_transition_M49,Irr_LE_M6","Cell cycle control, cell division, chromosome partitioning"
SP5448_03350,CP008776.1,635742,636533,+,ylmH,RNA-binding protein,AKK70103.1,,Function unknown
SP5448_03355,CP008776.1,636543,637301,+,divIVA,cell division protein DivIVA,AKK70104.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_03360,CP008776.1,637574,640375,+,ileS,isoleucine--tRNA ligase,AKK70105.1,"T-box(Ile),Rgg","Translation, ribosomal structure and biogenesis"
SP5448_03365,CP008776.1,640640,640942,-,XK27_09445,ribose 5-phosphate isomerase,AKK70106.1,CovR,Function unknown
SP5448_03370,CP008776.1,640993,641448,-,mutT,NUDIX hydrolase,AKK70107.1,,"Replication, recombination and repair"
SP5448_03375,CP008776.1,641576,643858,-,clpE,Clp protease ClpX,AKK70108.1,"CtsR,CovR,Nra_transition_M49","Posttranslational modification, protein turnover, chaperones"
SP5448_03380,CP008776.1,644156,644386,+,ykuJ,hypothetical protein,AKK70109.1,"Mga,Rgg,Irr_LE_M6",Function unknown
SP5448_03385,CP008776.1,644513,645199,+,WQ51_01820,glutamine ABC transporter permease,AKK70110.1,"Mga,Rgg,Rgg,LacD.1_M14",Inorganic ion transport and metabolism
SP5448_03390,CP008776.1,645199,645933,+,glnQ,glutamine ABC transporter ATP-binding protein,AKK70111.1,"Mga,Rgg,Rgg,LacD.1_M14,Irr_LE_M6",Amino acid transport and metabolism
SP5448_03395,CP008776.1,646082,647491,+,phr,deoxyribodipyrimidine photolyase,AKK70112.1,Rgg,"Replication, recombination and repair"
SP5448_03400,CP008776.1,647669,649363,+,pmmB,phosphoglucomutase,AKK70113.1,"CcpA_core_M1,CovR,Mga",Carbohydrate transport and metabolism
SP5448_03405,CP008776.1,649571,650425,+,folD,5%2C10-methylene-tetrahydrofolate cyclohydrolase,AKK70114.1,Rgg,Nucleotide transport and metabolism
SP5448_03410,CP008776.1,650578,651918,+,xseA,exodeoxyribonuclease VII large subunit,AKK70115.1,"TrxR_M1,Rgg","Replication, recombination and repair"
SP5448_03415,CP008776.1,651896,652111,+,xseB,exodeoxyribonuclease VII small subunit,AKK70116.1,Rgg,"Replication, recombination and repair"
SP5448_03420,CP008776.1,652111,652983,+,ispA,geranyl transferase,AKK70117.1,"TrxR_M1,Rgg,Irr_LE_M6",Coenzyme transport and metabolism
SP5448_03425,CP008776.1,652976,653803,+,rrmJ,cell division protein FtsJ,AKK70118.1,"TrxR_M1,Mga,Rgg,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_03430,CP008776.1,653790,654260,+,argR,ArgR family transcriptional regulator,AKK70119.1,"TrxR_M1,Mga",Transcription
SP5448_03435,CP008776.1,654282,655943,+,recN,DNA recombination protein RecN,AKK70120.1,"TrxR_M1,Mga","Replication, recombination and repair"
SP5448_03440,CP008776.1,656115,657056,+,SP5448_03440,peptidase,AKK70121.1,"TrxR_M1,Mga",Function unknown
SP5448_03445,CP008776.1,657272,658123,+,DegV,hypothetical protein,AKK70122.1,Phage_2,Signal transduction mechanisms
SP5448_03450,CP008776.1,658116,658958,+,ypmR,GDSL family lipase,AKK70123.1,Phage_2,Amino acid transport and metabolism
SP5448_03455,CP008776.1,658936,659523,+,ypmS,membrane protein,AKK70124.1,Phage_2,Function unknown
SP5448_03460,CP008776.1,659622,659897,+,hup,DNA-binding protein,AKK70125.1,"CovR,Phage_2","Replication, recombination and repair"
SP5448_03465,CP008776.1,659987,661129,-,SP5448_03465,integrase,AKK70126.1,Phage_2,"Replication, recombination and repair"
SP5448_03470,CP008776.1,661253,661519,-,SP5448_03470,hypothetical protein,AKK70127.1,Phage_2,Function unknown
SP5448_03475,CP008776.1,661531,661911,-,SP5448_03475,hypothetical protein,AKK70128.1,"TrxR_M1,Phage_2",Amino acid transport and metabolism
SP5448_03480,CP008776.1,661915,662262,-,ps115,transcriptional regulator,AKK70129.1,TrxR_M1,Transcription
SP5448_03495,CP008776.1,663416,663607,+,SP5448_03495,hypothetical protein,AKK70130.1,Phage_2,Function unknown
SP5448_03500,CP008776.1,663619,664335,+,SP5448_03500,oxidoreductase,AKK70131.1,"Rgg,Rgg,Nra_exponetional_M49,Phage_2",Function unknown
SP5448_03505,CP008776.1,664367,664633,+,SP5448_03505,hypothetical protein,AKK70132.1,,Function unknown
SP5448_03510,CP008776.1,664568,665374,-,ps305,hypothetical protein,AKK70133.1,Phage_2,Function unknown
SP5448_03520,CP008776.1,665516,665755,-,SP5448_03520,hypothetical protein,AKK70134.1,"Nra_transition_M49,Nra_stationary_M49,Phage_2",Function unknown
SP5448_03525,CP008776.1,665922,666107,+,SP5448_03525,DNA-binding protein,AKK70135.1,"Mga,Phage_2",Transcription
SP5448_03530,CP008776.1,666185,666496,+,SP5448_03530,excisionase,AKK70136.1,Phage_2,Function unknown
SP5448_03535,CP008776.1,666498,666683,+,SP5448_03535,hypothetical protein,AKK70137.1,"Mga,Nra_exponetional_M49,Phage_2",Function unknown
SP5448_03540,CP008776.1,666783,667022,+,SP5448_03540,replication protein,AKK70138.1,,Function unknown
SP5448_03545,CP008776.1,667167,667556,+,dnaD,DNA replication protein,AKK70139.1,Phage_2,Function unknown
SP5448_03550,CP008776.1,667537,667770,+,SP5448_03550,hypothetical protein,AKK70140.1,Phage_2,Function unknown
SP5448_03560,CP008776.1,667916,668122,+,SP5448_03560,hypothetical protein,AKK70141.1,Phage_2,Function unknown
SP5448_03565,CP008776.1,668178,668507,+,SP5448_03565,hypothetical protein,AKK70142.1,"Nra_exponetional_M49,Nra_stationary_M49,Irr_EE_M6,Phage_2",Function unknown
SP5448_03570,CP008776.1,668510,669439,+,recT,recombinase RecT,AKK70143.1,"CovR,Irr_LE_M6,Phage_2","Replication, recombination and repair"
SP5448_03575,CP008776.1,669436,670233,+,pi112,hypothetical protein,AKK70144.1,"CovR,Phage_2","Replication, recombination and repair"
SP5448_03585,CP008776.1,670588,670929,+,SP5448_03585,hypothetical protein,AKK70145.1,"CovR,Phage_2",Function unknown
SP5448_03590,CP008776.1,670926,671438,+,SP5448_03590,hypothetical protein,AKK70146.1,Phage_2,Function unknown
SP5448_03595,CP008776.1,671522,671791,+,SP5448_03595,membrane protein,AKK70147.1,"Mga,Irr_EE_M6,Irr_LE_M6,Phage_2",Function unknown
SP5448_03600,CP008776.1,671793,672428,+,SP5448_03600,hypothetical protein,AKK70148.1,"CovR,CovR,Phage_2",Defense mechanisms
SP5448_03605,CP008776.1,672696,673115,+,SP5448_03605,hypothetical protein,AKK70149.1,Phage_2,Function unknown
SP5448_03610,CP008776.1,673224,673568,+,SP5448_03610,HNH endonuclease,AKK70150.1,"CovR,CovR,Irr_LE_M6,Phage_2","Replication, recombination and repair"
SP5448_03620,CP008776.1,673717,674073,+,SP5448_03620,hypothetical protein,AKK70151.1,Phage_2,Function unknown
SP5448_03625,CP008776.1,674070,675338,+,SP5448_03625,hypothetical protein,AKK70152.1,"Mga,Irr_EE_M6,Phage_2",Function unknown
SP5448_03630,CP008776.1,675331,676824,+,SP5448_03630,hypothetical protein,AKK70153.1,"CovR,Irr_EE_M6,Phage_2",Function unknown
SP5448_03635,CP008776.1,676830,677054,+,SP5448_03635,hypothetical protein,AKK70154.1,Phage_2,Function unknown
SP5448_03645,CP008776.1,677276,677542,+,SP5448_03645,hypothetical protein,AKK70155.1,"CovR,CovR,Nra_exponetional_M49,Phage_2",Function unknown
SP5448_03650,CP008776.1,677652,679067,+,SP5448_03650,terminase,AKK70156.1,Phage_2,Function unknown
SP5448_03655,CP008776.1,679148,679609,+,SP5448_03655,hypothetical protein,AKK70157.1,Phage_2,Function unknown
SP5448_03660,CP008776.1,679634,680545,+,SP5448_03660,hypothetical protein,AKK70158.1,"CovR,CovR,Nra_stationary_M49,Phage_2",Function unknown
SP5448_03665,CP008776.1,680545,680745,+,SP5448_03665,hypothetical protein,AKK70159.1,"CovR,CovR,Phage_2",Function unknown
SP5448_03670,CP008776.1,680755,681177,+,SP5448_03670,hypothetical protein,AKK70160.1,"RivR_M1,Irr_LE_M6,Phage_2",Function unknown
SP5448_03675,CP008776.1,681137,681475,+,SP5448_03675,hypothetical protein,AKK70161.1,Phage_2,Function unknown
SP5448_03680,CP008776.1,681468,681704,+,SP5448_03680,hypothetical protein,AKK70162.1,"CovR,CovR,Phage_2",Function unknown
SP5448_03685,CP008776.1,681705,682040,+,SP5448_03685,hypothetical protein,AKK70163.1,Phage_2,Function unknown
SP5448_03690,CP008776.1,682052,682645,+,eae,tail protein,AKK70164.1,"CovR,Phage_2",Cell motility
SP5448_03695,CP008776.1,682656,682919,+,SP5448_03695,hypothetical protein,AKK70165.1,Phage_2,Function unknown
SP5448_03700,CP008776.1,682934,683305,+,SP5448_03700,hypothetical protein,AKK70166.1,"CovR,CovR,Phage_2",Function unknown
SP5448_03705,CP008776.1,683305,685662,+,SP5448_03705,hypothetical protein,AKK70167.1,"FasX_15min_M1,FasX_60min_M1,CovR,Srv_M1,Phage_2",Inorganic ion transport and metabolism
SP5448_03710,CP008776.1,685659,686354,+,SP5448_03710,hypothetical protein,AKK70168.1,"CovR,Irr_LE_M6,Phage_2",Function unknown
SP5448_03715,CP008776.1,686351,688219,+,SP5448_03715,hypothetical protein,AKK70169.1,"CovR,Phage_2",Function unknown
SP5448_03720,CP008776.1,688231,688668,+,SP5448_03720,hypothetical protein,AKK70170.1,"CovR,CovR,Nra_exponetional_M49,Nra_stationary_M49,Phage_2",Function unknown
SP5448_03725,CP008776.1,688665,689282,+,SP5448_03725,hypothetical protein,AKK70171.1,Phage_2,Function unknown
SP5448_03730,CP008776.1,689292,689567,+,SP5448_03730,hypothetical protein,AKK70172.1,"CovR,LacD.1_M14,CovR,Phage_2",Function unknown
SP5448_03735,CP008776.1,689564,689791,+,SP5448_03735,holin,AKK70173.1,"CovR,Phage_2",Function unknown
SP5448_03740,CP008776.1,689800,689910,+,SP5448_03740,membrane protein,AKK70174.1,,Function unknown
SP5448_03745,CP008776.1,689907,691112,+,SP5448_03745,lysin,AKK70175.1,Phage_2,Function unknown
SP5448_03750,CP008776.1,691182,691616,-,SP5448_03750,membrane protein,AKK70176.1,"Mga,Rgg,Rgg,Phage_2",Function unknown
SP5448_03755,CP008776.1,691887,692693,-,SP5448_03755,DNAse,AKK70177.1,"TrxR_M1,Mga,Rgg,Rgg,CovR,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_03760,CP008776.1,692926,693108,+,SP5448_03760,hypothetical protein,AKK70178.1,"FasX_60min_M1,Phage_2",Function unknown
SP5448_03765,CP008776.1,693639,695501,+,cadA,metal ABC transporter ATPase,AKK70179.1,"PerR,MntR,CovR,PerR_M14",Inorganic ion transport and metabolism
SP5448_03775,CP008776.1,695801,696736,-,pyrD,dihydroorotate dehydrogenase,AKK70180.1,"Mga,Rgg,Rgg",Nucleotide transport and metabolism
SP5448_03780,CP008776.1,696975,697670,+,gpmA,phosphoglycerate mutase,AKK70181.1,Rgg,Carbohydrate transport and metabolism
SP5448_03785,CP008776.1,697777,698298,+,niaR,DNA-binding protein,AKK70182.1,"Rgg,Irr_LE_M6",Function unknown
SP5448_03795,CP008776.1,698459,699001,+,SP5448_03795,membrane protein,AKK70183.1,"NiaR,Rgg,Irr_LE_M6",Function unknown
SP5448_03800,CP008776.1,699125,699904,+,focA,formate-nitrite transporter,AKK70184.1,"Rex,CcpA,CcpA_core_M1,CovR",Inorganic ion transport and metabolism
SP5448_03805,CP008776.1,700465,700656,+,pbp2b,penicillin-binding protein,AKK70185.1,,Cell wall/membrane/envelope biogenesis
SP5448_03810,CP008776.1,700703,701299,+,recR,recombinase,AKK70186.1,Rgg,"Replication, recombination and repair"
SP5448_03815,CP008776.1,701400,702446,+,ddl,D-alanine--D-alanine ligase,AKK70187.1,Rgg,Nucleotide transport and metabolism
SP5448_03820,CP008776.1,702637,704028,+,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,AKK70188.1,,Cell wall/membrane/envelope biogenesis
SP5448_03825,CP008776.1,704108,704803,+,ywaF,hypothetical protein,AKK70189.1,"Rgg,Nra_exponetional_M49",Function unknown
SP5448_03830,CP008776.1,705051,706595,+,prfC,peptide chain release factor 3,AKK70190.1,CovR,"Translation, ribosomal structure and biogenesis"
SP5448_03835,CP008776.1,706902,708521,+,cshA,RNA helicase,AKK70191.1,"CcpA,Nra_transition_M49,Irr_LE_M6",Function unknown
SP5448_03840,CP008776.1,708649,710649,+,kup,potassium transporter Kup,AKK70192.1,"CodY,Rgg,CovR",Inorganic ion transport and metabolism
SP5448_03845,CP008776.1,710673,710951,-,yazA,hypothetical protein,AKK70193.1,,"Replication, recombination and repair"
SP5448_03850,CP008776.1,710941,711717,-,yabB,hypothetical protein,AKK70194.1,Rgg,"Replication, recombination and repair"
SP5448_03855,CP008776.1,711835,712575,+,plsC,acyl-phosphate glycerol 3-phosphate acyltransferase,AKK70195.1,,Lipid transport and metabolism
SP5448_03860,CP008776.1,712775,713437,+,comEA,competence protein,AKK70196.1,"Mga,CovR","Replication, recombination and repair"
SP5448_03865,CP008776.1,713418,715661,+,comEC,competence protein ComEC,AKK70197.1,,Function unknown
SP5448_03870,CP008776.1,715732,716772,+,holA,DNA polymerase III subunit delta,AKK70198.1,Nra_transition_M49,"Replication, recombination and repair"
SP5448_03875,CP008776.1,716869,717474,+,sodA,superoxide dismutase,AKK70199.1,Mga,Energy production and conversion
SP5448_03880,CP008776.1,717641,717868,+,SP5448_03880,hypothetical protein,AKK70200.1,"CovR,Rgg,CovR",Function unknown
SP5448_03885,CP008776.1,717853,718101,+,SP5448_03885,hypothetical protein,AKK70201.1,"CovR,Rgg,CovR,Irr_LE_M6",Defense mechanisms
SP5448_03890,CP008776.1,718098,718688,+,SP5448_03890,peptidase S11,AKK70202.1,"CovR,CovR",Defense mechanisms
SP5448_03895,CP008776.1,718802,720022,-,SP5448_03895,hypothetical protein,AKK70203.1,,Function unknown
SP5448_03900,CP008776.1,720029,721057,-,queA,S-adenosylmethionine tRNA ribosyltransferase,AKK70204.1,,"Translation, ribosomal structure and biogenesis"
SP5448_03905,CP008776.1,721259,721963,+,nagB,glucosamine-6-phosphate deaminase,AKK70205.1,"NagR,CovR,Rgg,Rgg,Nra_stationary_M49",Carbohydrate transport and metabolism
SP5448_03910,CP008776.1,722082,722798,+,rsuA,16S rRNA pseudouridylate synthase,AKK70206.1,"Rgg,Rgg,Nra_stationary_M49","Translation, ribosomal structure and biogenesis"
SP5448_03915,CP008776.1,723093,724055,+,coiA,competence protein CoiA,AKK70207.1,"Rgg,CovR,Nra_stationary_M49,Srv_M1",Function unknown
SP5448_03920,CP008776.1,724068,725873,+,pepF,oligopeptidase PepB,AKK70208.1,CcpA_core_M1,Amino acid transport and metabolism
SP5448_03925,CP008776.1,726249,727445,+,oxlT,MFS transporter,AKK70209.1,"Mga,Rgg,LacD.1_M14",Inorganic ion transport and metabolism
SP5448_03930,CP008776.1,727511,728218,+,yrrM,methyltransferase,AKK70210.1,Rgg,Function unknown
SP5448_03935,CP008776.1,728281,729336,+,prsA,foldase,AKK70211.1,,Cell wall/membrane/envelope biogenesis
SP5448_03940,CP008776.1,729723,732341,+,alaS,alanine--tRNA ligase,AKK70212.1,T-box(Ala),"Translation, ribosomal structure and biogenesis"
SP5448_03945,CP008776.1,732702,732917,+,XK27_07105,XRE family transcriptional regulator,AKK70213.1,Rgg,Transcription
SP5448_03950,CP008776.1,732914,733675,+,SP5448_03950,membrane protein,AKK70214.1,"Rgg,Irr_LE_M6",Function unknown
SP5448_03955,CP008776.1,733694,734389,+,SP5448_03955,CAAX protease,AKK70215.1,"Rgg,Irr_EE_M6,Irr_LE_M6",Function unknown
SP5448_03960,CP008776.1,734481,734666,-,SP5448_03960,transposase,AKK70216.1,,"Replication, recombination and repair"
SP5448_03970,CP008776.1,735015,735311,-,SP5448_03970,DNA-binding protein,AKK70217.1,,"Replication, recombination and repair"
SP5448_03975,CP008776.1,735344,735637,-,SP5448_03975,transposase,AKK70218.1,"CovR,CovR","Replication, recombination and repair"
SP5448_03980,CP008776.1,735775,737088,-,clcA_2,chloride channel protein,AKK70219.1,,Inorganic ion transport and metabolism
SP5448_03985,CP008776.1,737063,738022,-,nrdF,ribonucleotide-diphosphate reductase subunit beta,AKK70220.1,NrdR,Nucleotide transport and metabolism
SP5448_03990,CP008776.1,738355,740514,-,nrdE,ribonucleotide-diphosphate reductase subunit alpha,AKK70221.1,"NrdR,Irr_LE_M6",Nucleotide transport and metabolism
SP5448_03995,CP008776.1,740534,740752,-,nrdH,glutaredoxin,AKK70222.1,"NrdR,Rgg,Irr_EE_M6,Irr_LE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_04000,CP008776.1,741145,741408,+,ptsH,phosphocarrier protein HPr,AKK70223.1,CcpA,Carbohydrate transport and metabolism
SP5448_04005,CP008776.1,741413,743146,+,ptsI,phosphoenolpyruvate-protein phosphotransferase,AKK70224.1,CcpA,Carbohydrate transport and metabolism
SP5448_04010,CP008776.1,743331,744758,+,gapN,glyceraldehyde-3-phosphate dehydrogenase,AKK70225.1,"CodY,TrxR_M1,Srv_M1",Energy production and conversion
SP5448_04015,CP008776.1,744853,746127,+,pgdA,deacetylase,AKK70226.1,,Carbohydrate transport and metabolism
SP5448_04020,CP008776.1,746238,747323,-,yfmL,RNA helicase,AKK70227.1,Rgg,"Replication, recombination and repair"
SP5448_04025,CP008776.1,747421,748047,+,udk,uridine kinase,AKK70228.1,Irr_EE_M6,Nucleotide transport and metabolism
SP5448_04030,CP008776.1,748127,748390,+,SP5448_04030,membrane protein,AKK70229.1,"Rgg,FasX_60min_M1",Function unknown
SP5448_04035,CP008776.1,748443,749252,-,XK27_10720,membrane protein,AKK70230.1,"Rgg,CovR",Function unknown
SP5448_04040,CP008776.1,749397,749894,+,ytsP,GAF domain-containing protein,AKK70231.1,,Signal transduction mechanisms
SP5448_04045,CP008776.1,749894,751564,+,dnaX,DNA polymerase III subunits gamma and tau,AKK70232.1,TrxR_M1,"Replication, recombination and repair"
SP5448_04050,CP008776.1,751659,751862,+,SP5448_04050,membrane protein,AKK70233.1,TrxR_M1,Function unknown
SP5448_04055,CP008776.1,751837,752778,-,birA,GntR family transcriptional regulator,AKK70234.1,,Function unknown
SP5448_04060,CP008776.1,752982,755360,+,inlA,internalin,AKK70235.1,"AdcR,TrxR_M1,Rgg,PerR_M14,FasX_15min_M1","Intracellular trafficking, secretion, and vesicular transport"
SP5448_04065,CP008776.1,755897,757093,+,metK,S-adenosylmethionine synthetase,AKK70236.1,Rgg,Coenzyme transport and metabolism
SP5448_04070,CP008776.1,757267,758526,+,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,AKK70237.1,Rgg,Cell wall/membrane/envelope biogenesis
SP5448_04075,CP008776.1,758884,759537,+,SP5448_04075,protein G alpha 2M-binding protein,AKK70238.1,"CovR,Rgg,Rgg,RivR_M1,CovR,CovR,CovR",Function unknown
SP5448_04080,CP008776.1,759775,760317,+,XK27_07830,GNAT family acetyltransferase,AKK70239.1,Rgg,"Translation, ribosomal structure and biogenesis"
