,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
PSPTO_1126,PSPTO_1126,1237927,1238913,-,NAD(P)/FAD-dependent oxidoreductase,Coenzyme transport and metabolism,A0A099SXH7,PSPTO_1122
PSPTO_1127,PSPTO_1127,1239201,1240103,+,TIGR01777 family protein,Function unknown,A0A0Q0DFN3,PSPTO_1122
PSPTO_1128,hemH,1240127,1241149,+,ferrochelatase,Coenzyme transport and metabolism,A0A0N0FK87,PSPTO_1122
PSPTO_1129,uraA,1241259,1242536,-,uracil-xanthine permease,Nucleotide transport and metabolism,A0A099SY23,
PSPTO_1130,upp,1242541,1243179,-,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0N0FXP3,
PSPTO_1131,hpt,1243387,1243944,+,hypoxanthine-guanine phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0N0WR74,
PSPTO_1132,PSPTO_1132,1244010,1244504,+,hypothetical protein,No COG annotation,A0A0N0WBY3,
PSPTO_5634,PSPTO_5634,1244571,1244858,+,PA4642 family protein,Function unknown,A0A099SVS7,
PSPTO_1133,PSPTO_1133,1245042,1245875,-,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A099SY19,
PSPTO_1134,PSPTO_1134,1245872,1246693,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SUZ2,
PSPTO_1135,PSPTO_1135,1246804,1247700,+,homocysteine S-methyltransferase family protein,Coenzyme transport and metabolism,A0A4P6QNT2,
PSPTO_1136,mqo,1247783,1249291,-,malate dehydrogenase (quinone),Energy production and conversion,A0A0P9P263,
PSPTO_RS06010,PSPTO_RS06010,1250011,1250244,-,hypothetical protein,No COG annotation,A0A0N0FXQ2,
PSPTO_1138,PSPTO_1138,1250473,1251054,+,lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0N0FK46,
PSPTO_1139,PSPTO_1139,1251135,1251341,-,hypothetical protein,No COG annotation,A0A0K8LWP6,
PSPTO_1140,PSPTO_1140,1251599,1252762,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,F3ILY1,
PSPTO_1141,PSPTO_1141,1252869,1253051,+,CPXCG motif-containing cysteine-rich protein,Function unknown,A0A085UJI8,
PSPTO_1142,PSPTO_1142,1253051,1253311,+,DUF2007 domain-containing protein,Function unknown,A0A0N8T7A7,
PSPTO_1143,PSPTO_1143,1253340,1253969,+,SOS response-associated peptidase,Function unknown,A0A099SY13,
PSPTO_1144,PSPTO_1144,1254153,1254971,+,M48 family metallopeptidase,Cell wall/membrane/envelope biogenesis,A0A099SUY3,
PSPTO_1145,PSPTO_1145,1255028,1255612,-,TMEM165/GDT1 family protein,Function unknown,A0A099SXG4,yybP-ykoY
PSPTO_1146,rsmC,1255859,1256857,-,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0N0FK97,
PSPTO_1147,PSPTO_1147,1257094,1257726,+,LysE family transporter,Amino acid transport and metabolism,A0A0N0FXQ6,
PSPTO_1148,alkK,1257917,1259599,+,fatty acid--CoA ligase,Lipid transport and metabolism,A0A0N8QHI2,
PSPTO_1149,PSPTO_1149,1259909,1261846,+,DUF1302 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0Q0DFP7,
PSPTO_1150,PSPTO_1150,1261875,1263239,+,DUF1329 domain-containing protein,Function unknown,UPI0006224770,
PSPTO_1151,PSPTO_1151,1263491,1266223,+,LuxR family transcriptional regulator,Transcription,A0A0Q0C1N9,
PSPTO_1152,PSPTO_1152,1266241,1267428,-,HD-GYP domain-containing protein,Signal transduction mechanisms,A0A099SUQ2,
PSPTO_1153,rutF,1267728,1268270,-,pyrimidine utilization flavin reductase protein F,Coenzyme transport and metabolism,A0A0N8QSS5,RutR
PSPTO_1154,rutD,1268283,1269062,-,pyrimidine utilization protein D,Nucleotide transport and metabolism,A0A0N0G250,RutR
PSPTO_1155,rutC,1269120,1269503,-,pyrimidine utilization protein C,Energy production and conversion,A0A099SUX6,RutR
PSPTO_1156,rutB,1269514,1270254,-,pyrimidine utilization protein B,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0N1JHU5,RutR
PSPTO_1157,rutA,1270254,1271336,-,pyrimidine utilization protein A,Nucleotide transport and metabolism,A0A099SXT1,RutR
PSPTO_1158,rutR,1271596,1272324,+,pyrimidine utilization regulatory protein R,Transcription,A0A099SUP9,RutR
PSPTO_1159,PSPTO_1159,1272558,1273649,+,BMP family ABC transporter substrate-binding protein,Function unknown,A0A0N0WWG4,
PSPTO_1160,PSPTO_1160,1273646,1275157,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0C1P7,
PSPTO_RS06130,PSPTO_RS06130,1275150,1276270,+,ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTO_RS06135,PSPTO_RS06135,1276270,1277196,+,ABC transporter permease,Inorganic ion transport and metabolism,,
PSPTO_1164,PSPTO_1164,1277310,1277999,+,OmpA family protein,Cell wall/membrane/envelope biogenesis,A0A099SUP5,AlgU
PSPTO_RS06145,PSPTO_RS06145,1278328,1279119,+,hypothetical protein,No COG annotation,,
PSPTO_1166,PSPTO_1166,1279469,1280446,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_RS06155,PSPTO_RS06155,1280879,1281163,+,hypothetical protein,No COG annotation,A0A0P9I7C3,
PSPTO_RS06160,PSPTO_RS06160,1281541,1281765,+,hypothetical protein,Function unknown,,
PSPTO_1167,PSPTO_1167,1281776,1282393,+,DUF1851 domain-containing protein,Function unknown,UPI00062208C0,
PSPTO_RS06170,PSPTO_RS06170,1282477,1282701,+,hypothetical protein,No COG annotation,UPI00039A58C2,
PSPTO_1168,PSPTO_1168,1282914,1283837,-,acyltransferase,Lipid transport and metabolism,Q887W5,
PSPTO_1169,pta,1283902,1285992,-,phosphate acetyltransferase,Energy production and conversion,A0A099SXZ8,
PSPTO_1170,PSPTO_1170,1286070,1286375,-,DUF3565 domain-containing protein,Inorganic ion transport and metabolism,UPI00018733D8,
PSPTO_1171,PSPTO_1171,1286390,1286875,+,peptidylprolyl isomerase,Carbohydrate transport and metabolism,A0A0N0FK32,
PSPTO_1172,PSPTO_1172,1287005,1287493,+,glutathione peroxidase,"Post-translational modification, protein turnover,and chaperones",A0A099SUX0,
PSPTO_1173,PSPTO_1173,1287676,1288779,+,NADH:flavin oxidoreductase,Energy production and conversion,A0A3M6CJP4,
PSPTO_1174,PSPTO_1174,1288748,1289959,-,glycosyltransferase family 1 protein,Cell wall/membrane/envelope biogenesis,A0A0Q0D1M3,
PSPTO_RS29860,PSPTO_RS29860,1290039,1290338,-,hypothetical protein,No COG annotation,F3ILU9,
PSPTO_1175,PSPTO_1175,1290659,1291255,+,hypothetical protein,No COG annotation,A0A3M3AY06,
PSPTO_1176,PSPTO_1176,1291353,1291697,-,hypothetical protein,No COG annotation,A0A0Q0DA17,
PSPTO_1177,cysZ,1291883,1292644,-,sulfate transporter CysZ,Amino acid transport and metabolism,A0A0N0WCH0,
PSPTO_1178,trxB,1293002,1293964,+,thioredoxin-disulfide reductase,Energy production and conversion,A0A099SVQ1,
PSPTO_1179,PSPTO_1179,1294195,1294536,-,HopJ type III effector protein,Function unknown,A0A3M3AHG3,PSPTO_1122
PSPTO_1180,PSPTO_1180,1294529,1294825,-,DUF1244 domain-containing protein,Function unknown,A0A0Q0F2F7,PSPTO_1122
PSPTO_1181,folX,1294869,1295240,-,dihydroneopterin triphosphate 2'-epimerase,Coenzyme transport and metabolism,A0A099SXE5,PSPTO_1122
PSPTO_1182,folE,1295240,1295803,-,GTP cyclohydrolase I FolE,Nucleotide transport and metabolism,A0A099SUN6,PSPTO_1122
PSPTO_1183,folM,1295825,1296535,-,dihydromonapterin reductase,Lipid transport and metabolism,A0A0N0WC00,PSPTO_1122
PSPTO_1184,PSPTO_1184,1296770,1297342,-,antibiotic biosynthesis monooxygenase,Function unknown,A0A0N0G271,
PSPTO_1185,PSPTO_1185,1297494,1298099,-,hypothetical protein,No COG annotation,A0A0N0FKA0,
PSPTO_1186,PSPTO_1186,1298287,1298739,+,flavodoxin,Energy production and conversion,F3ILT8,
PSPTO_1187,PSPTO_1187,1298852,1299772,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A0Q0BM58,
PSPTO_1188,PSPTO_1188,1299927,1300904,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_RS06285,PSPTO_RS06285,1301162,1301611,+,hypothetical protein,No COG annotation,,
PSPTO_1189,PSPTO_1189,1301655,1303208,-,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_1190,tnpB,1303226,1303582,-,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_1191,PSPTO_1191,1303986,1304789,-,tetratricopeptide repeat protein,Function unknown,A0A099SXY5,
PSPTO_1192,PSPTO_1192,1304872,1305744,-,hypothetical protein,No COG annotation,A0A0N0FK75,
PSPTO_1193,PSPTO_1193,1305776,1307740,-,bacteriophage N4 adsorption protein A,"Post-translational modification, protein turnover,and chaperones",A0A0Q0CN94,
PSPTO_1194,nfrB,1307737,1309857,-,glycosyl transferase family protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BV44,
PSPTO_1195,PSPTO_1195,1309870,1312083,-,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,Function unknown,A0A0Q0BIB0,
PSPTO_1196,wecB,1312251,1313501,-,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Cell wall/membrane/envelope biogenesis,A0A099SXY1,AlgU
PSPTO_1197,PSPTO_1197,1314205,1314471,-,YebG family protein,Function unknown,A0A0N0G266,"LexA,LexA"
PSPTO_1200,PSPTO_1200,1314899,1315387,+,phosphate-starvation-inducible PsiE family protein,Function unknown,Q887T6,
PSPTO_1201,PSPTO_1201,1315456,1315788,-,YXWGXW repeat-containing protein,Function unknown,A0A099SUM5,
PSPTO_1202,PSPTO_1202,1316033,1316365,-,DUF3509 domain-containing protein,Function unknown,A0A099SVP1,
PSPTO_1203,PSPTO_1203,1316530,1317072,+,sigma-70 family RNA polymerase sigma factor,Transcription,A0A0Q0BKP6,
PSPTO_1204,PSPTO_1204,1317069,1318031,+,FecR family protein,Inorganic ion transport and metabolism,A0A0Q0BV56,
PSPTO_1205,PSPTO_1205,1318123,1318551,-,HPF/RaiA family ribosome-associated protein,"Translation, ribosomal structure and biogenesis",A0A099SXD3,
PSPTO_1206,PSPTO_1206,1318800,1321301,+,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,Q887T0,AlgU
PSPTO_1207,PSPTO_1207,1321452,1323800,-,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,A0A0P9VQN2,
PSPTO_1208,PSPTO_1208,1324328,1325305,-,FecR family protein,Inorganic ion transport and metabolism,A0A0P9TI90,
PSPTO_1209,PSPTO_1209,1325302,1325805,-,sigma-70 family RNA polymerase sigma factor,Transcription,A0A0N0WC86,
PSPTO_1210,PSPTO_1210,1326007,1326351,+,DUF3649 domain-containing protein,Function unknown,A0A0N0FKD3,
PSPTO_1211,PSPTO_1211,1326372,1327913,+,PepSY domain-containing protein,Function unknown,UPI000621E181,
PSPTO_1212,PSPTO_1212,1327913,1328245,+,DUF3325 domain-containing protein,Function unknown,Q887S4,
PSPTO_1213,PSPTO_1213,1328234,1329109,-,helix-turn-helix transcriptional regulator,Transcription,A0A099SXX2,
PSPTO_1214,PSPTO_1214,1329246,1330148,+,DMT family transporter,Amino acid transport and metabolism,A0A099SUU0,
PSPTO_1215,PSPTO_1215,1330200,1331174,-,D-glycerate dehydrogenase,Energy production and conversion,A0A0Q0CNA0,
PSPTO_1216,PSPTO_1216,1331262,1332209,-,LysR family transcriptional regulator,Transcription,A0A099SUL5,
PSPTO_1217,PSPTO_1217,1332394,1333890,+,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,A0A0Q0D7W8,
PSPTO_RS06425,PSPTO_RS06425,1333887,1336068,+,FUSC family protein,Function unknown,,
PSPTO_1219,PSPTO_1219,1336058,1336258,+,DUF1656 domain-containing protein,Function unknown,A0A099SUT5,
PSPTO_1220,PSPTO_1220,1336284,1337144,+,HlyD family secretion protein,Defense mechanisms,A0A0Q0CZV6,
PSPTO_RS06440,PSPTO_RS06440,1337209,1337682,-,TIGR03756 family integrating conjugative element protein,Function unknown,,
PSPTO_1221,PSPTO_1221,1338122,1338751,+,LysE family translocator,Amino acid transport and metabolism,A0A0Q0BKQ7,
PSPTO_RS06450,PSPTO_RS06450,1338902,1339393,+,hypothetical protein,No COG annotation,A0A0Q0F0A4,
PSPTO_RS06455,PSPTO_RS06455,1339371,1339644,+,SDR family oxidoreductase,Lipid transport and metabolism,,
PSPTO_1222,PSPTO_1222,1340118,1340312,+,hypothetical protein,Defense mechanisms,A0A0Q0CZW9,
PSPTO_1223,PSPTO_1223,1340384,1341202,-,SDR family oxidoreductase,Lipid transport and metabolism,A0A0Q0BKP1,
PSPTO_1224,PSPTO_1224,1341219,1341683,-,hypothetical protein,No COG annotation,A0A099SUT2,
PSPTO_RS06475,PSPTO_RS06475,1341888,1343507,+,RHS repeat protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_1226,tnpB,1343599,1343955,+,IS66 family insertion sequence element accessory protein TnpB,"Replication, recombination and repair",UPI0009ABB313,
PSPTO_1227,PSPTO_1227,1343973,1345526,+,IS66-like element ISPsy5 family transposase,"Replication, recombination and repair",A0A2V4P180,
PSPTO_RS06490,PSPTO_RS06490,1345578,1346540,+,RHS repeat protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_1229,PSPTO_1229,1346595,1347572,+,IS5-like element ISPssy family transposase,"Replication, recombination and repair",A0A1I5INP0,
PSPTO_RS06500,PSPTO_RS06500,1347973,1348098,-,alginate biosynthesis protein AlgA,Cell wall/membrane/envelope biogenesis,,
PSPTO_1231,PSPTO_1231,1348208,1350976,+,RHS repeat protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BHD3,
PSPTO_1232,algA,1351082,1352533,-,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Cell wall/membrane/envelope biogenesis,A0A099SUK7,
PSPTO_1233,algF,1352670,1353338,-,alginate biosynthesis protein AlgF,Cell wall/membrane/envelope biogenesis,A0A099SVM6,
PSPTO_1234,algJ,1353351,1354526,-,alginate O-acetylase,Function unknown,A0A0P9JWL4,
PSPTO_1235,algI,1354537,1356093,-,MBOAT family protein,Cell wall/membrane/envelope biogenesis,A0A099SUS7,
PSPTO_1236,algL,1356280,1357416,-,mannuronate-specific alginate lyase,Cell wall/membrane/envelope biogenesis,A0A0Q0D6M8,
PSPTO_1237,algX,1357425,1358864,-,alginate biosynthesis protein AlgX,Cell wall/membrane/envelope biogenesis,A0A0Q0IW37,
PSPTO_1238,algG,1358879,1360489,-,mannuronan 5-epimerase AlgG,Cell wall/membrane/envelope biogenesis,A0A0Q0BJP9,
PSPTO_1239,algE,1360516,1361997,-,alginate export family protein,Function unknown,A0A099SXV6,
PSPTO_1240,algK,1361994,1363406,-,sel1 repeat family protein,Function unknown,A0A0N0FK95,
PSPTO_1241,PSPTO_1241,1363409,1364581,-,PilZ domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A099SXB3,
PSPTO_1242,PSPTO_1242,1364622,1366103,-,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0N0G0S7,
PSPTO_1243,algD,1366206,1367522,-,nucleotide sugar dehydrogenase,Coenzyme transport and metabolism,A0A0P9JAF2,
PSPTO_1244,yaaA,1368333,1369112,-,peroxide stress protein YaaA,Function unknown,A0A099SXV4,
PSPTO_1245,PSPTO_1245,1369303,1370481,+,polysaccharide deacetylase family protein,Carbohydrate transport and metabolism,A0A0Q0D6L1,
PSPTO_1246,PSPTO_1246,1370776,1372170,+,PhoH family protein,Signal transduction mechanisms,A0A099SUS0,
PSPTO_1247,moaC,1372312,1372797,+,cyclic pyranopterin monophosphate synthase MoaC,Coenzyme transport and metabolism,A0A099SXA8,
PSPTO_1248,moaD,1372794,1373039,+,molybdopterin converting factor subunit 1,Coenzyme transport and metabolism,A0A099SUJ7,
PSPTO_1249,moaE,1373042,1373488,+,molybdopterin synthase catalytic subunit MoaE,Coenzyme transport and metabolism,A0A0K8LZA0,
PSPTO_1250,PSPTO_1250,1373744,1374394,+,curli production assembly protein CsgG,Cell wall/membrane/envelope biogenesis,UPI00137919ED,
PSPTO_1251,PSPTO_1251,1374422,1374793,+,DUF4810 domain-containing protein,Function unknown,A0A0Q0CM73,
PSPTO_1252,PSPTO_1252,1374790,1375452,+,DUF799 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0Q0HWA5,
PSPTO_1253,rhlB,1375533,1376993,-,ATP-dependent RNA helicase RhlB,"Translation, ribosomal structure and biogenesis",UPI0006222080,
PSPTO_1254,estA,1377109,1377768,-,alpha/beta hydrolase,Function unknown,A0A099SUJ5,
PSPTO_1255,PSPTO_1255,1378253,1379281,+,amino acid ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A099SVL3,
PSPTO_1256,PSPTO_1256,1379352,1380533,+,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A0Q0BJR1,
PSPTO_1257,PSPTO_1257,1380544,1381641,+,amino acid ABC transporter permease,Inorganic ion transport and metabolism,A0A099SUQ3,
PSPTO_1258,PSPTO_1258,1381652,1382416,+,amino acid ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0Q0CM70,
PSPTO_1260,PSPTO_1260,1382572,1383801,+,CynX/NimT family MFS transporter,Inorganic ion transport and metabolism,A0A099SVK0,
PSPTO_1261,PSPTO_1261,1383875,1384366,+,nuclear transport factor 2 family protein,Function unknown,A0A0N1JJJ0,
PSPTO_1262,PSPTO_1262,1384359,1384676,+,GIY-YIG nuclease family protein,"Replication, recombination and repair",A0A0N0X176,
PSPTO_1263,PSPTO_1263,1384741,1385673,+,glutathione S-transferase family protein,"Post-translational modification, protein turnover,and chaperones",A0A0N0WZL3,
PSPTO_RS06665,PSPTO_RS06665,1385856,1386206,-,glutaredoxin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0N0G588,
PSPTO_1265,yejK,1386213,1387214,-,nucleoid-associated protein YejK,Function unknown,A0A0N0WCK0,
PSPTO_1266,PSPTO_1266,1387607,1387888,+,HU family DNA-binding protein,"Replication, recombination and repair",A0A099SVI0,
PSPTO_RS06680,PSPTO_RS06680,1388024,1388266,+,DUF1534 domain-containing protein,Function unknown,,
PSPTO_1267,rlmF,1388286,1389272,-,23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF,"Translation, ribosomal structure and biogenesis",A0A0P9YCU6,
PSPTO_1268,valS,1389375,1392221,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Q887M3,
PSPTO_RS06695,PSPTO_RS06695,1392390,1392485,+,RHS repeat-associated core domain-containing protein,No COG annotation,,
PSPTO_1269,PSPTO_1269,1392581,1393006,-,hypothetical protein,No COG annotation,A0A0N0G001,
PSPTO_1270,holC,1393014,1393442,-,DNA polymerase III subunit chi,"Replication, recombination and repair",A0A099SRI8,
PSPTO_1271,pepA,1393501,1394991,-,leucyl aminopeptidase,Amino acid transport and metabolism,A0A0N0WU70,
PSPTO_1272,lptF,1395310,1396437,+,LPS export ABC transporter permease LptF,Function unknown,A0A0N1JH32,
PSPTO_1273,lptG,1396424,1397485,+,LPS export ABC transporter permease LptG,Function unknown,A0A0N0WFR6,
PSPTO_1274,PSPTO_1274,1397612,1397824,-,cold-shock protein,Transcription,A0A0N0WTY0,
PSPTO_1275,gcvT,1398228,1399352,-,glycine cleavage system aminomethyltransferase GcvT,Amino acid transport and metabolism,UPI00030ADC84,PSPTO_1280
PSPTO_1276,gcvP,1399420,1402284,-,aminomethyl-transferring glycine dehydrogenase,Amino acid transport and metabolism,A0A0N0FZZ9,PSPTO_1280
PSPTO_1277,gcvH,1402295,1402678,-,glycine cleavage system protein GcvH,Amino acid transport and metabolism,A0A0N0G020,PSPTO_1280
PSPTO_1278,PSPTO_1278,1402983,1405100,-,EAL domain-containing protein,Signal transduction mechanisms,A0A099SS34,
PSPTO_RS06750,PSPTO_RS06750,1405110,1405499,-,response regulator,Signal transduction mechanisms,A0A099SUJ9,
PSPTO_1279,PSPTO_1279,1405484,1407214,-,PAS domain-containing sensor histidine kinase,Signal transduction mechanisms,A0A0P9LP37,
PSPTO_1280,PSPTO_1280,1407395,1408903,-,sigma-54-dependent transcriptional regulator,Transcription,A0A099STX8,
PSPTO_1281,PSPTO_1281,1409228,1409584,-,DUF5064 family protein,Function unknown,A0A0N0WVB4,AlgU
PSPTO_1282,PSPTO_1282,1409689,1410147,-,YbaN family protein,Function unknown,A0A099SS28,
PSPTO_1283,PSPTO_1283,1410144,1410758,-,biliverdin-producing heme oxygenase,Inorganic ion transport and metabolism,A0A0N0WU13,
PSPTO_1284,PSPTO_1284,1410889,1413462,-,TonB-dependent receptor,Cell wall/membrane/envelope biogenesis,A0A0Q0BPL0,
PSPTO_1285,PSPTO_1285,1413583,1414548,-,FecR domain-containing protein,Inorganic ion transport and metabolism,A0A099STX2,
PSPTO_1286,PSPTO_1286,1414616,1415134,-,sigma-70 family RNA polymerase sigma factor,Transcription,UPI0002096BA9,
PSPTO_1287,gap,1415258,1416259,-,type I glyceraldehyde-3-phosphate dehydrogenase,Energy production and conversion,A0A099SS22,HexR
PSPTO_1288,edd,1416479,1418305,+,phosphogluconate dehydratase,Amino acid transport and metabolism,A0A099SUI8,HexR
PSPTO_1289,glk,1418302,1419267,+,glucokinase,Coenzyme transport and metabolism,A0A0N1JH70,HexR
PSPTO_1290,PSPTO_1290,1419318,1420055,+,response regulator transcription factor,Transcription,A0A0N0WV64,HexR
PSPTO_1291,PSPTO_1291,1420117,1421523,+,HAMP domain-containing protein,Signal transduction mechanisms,Q887K1,HexR
PSPTO_1292,PSPTO_1292,1421695,1422981,+,carbohydrate ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A099SS16,
PSPTO_1293,PSPTO_1293,1423086,1423994,+,sugar ABC transporter permease,Inorganic ion transport and metabolism,A0A099SUI2,
