,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
STM1639,cybB,1729817,1730347,-,cytochrome b(561),Energy production and conversion,,
STM1640,ydcF,1730464,1731264,-,putative inner membrane protein,Function unknown,,
STM1641,hrpA,1731328,1735230,-,ATP-dependent helicase,"Replication, recombination and repair",,
STM1642,acpD,1735431,1736036,+,acyl carrier protein phosphodiesterase,Energy production and conversion,,rpoD
STM1643,STM1643,1736033,1736482,-,putative inner membrane protein,Function unknown,,
STM1644,ydbL,1736625,1736948,-,putative periplasmic protein,Function unknown,,
STM1645,ynbE,1736956,1737147,-,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,
STM1646,ydbH,1737147,1739783,-,putative periplasmic protein,Function unknown,,yheO
STM1647,ldhA,1740023,1741012,+,NAD-dependent fermentative D-lactate dehydrogenase,Energy production and conversion,,"rpoH,yheO"
STM1648,hslJ,1741123,1741533,+,heat shock protein hslJ,"Post-translational modification, protein turnover,and chaperones",,"cysB,rpoD"
STM1651,nifJ,1742119,1745643,+,putative pyruvate-flavodoxin oxidoreductase,Energy production and conversion,,"rpoS,soxS"
STM1652,ynaF,1746125,1746559,+,putative universal stress protein,Signal transduction mechanisms,,"fnr,yeiE"
STM1653,STM1653,1746609,1746947,-,putative membrane transporter of cations,Inorganic ion transport and metabolism,,
STM1654,ydaO,1747303,1748238,+,putative ATPase,"Translation, ribosomal structure and biogenesis",,
STM1655,dbpA,1748282,1749655,-,ATP-dependent RNA helicase,Nucleotide transport and metabolism,,fnr
STM1656,STM1656,1750142,1751125,-,putative Zn transport protein,Inorganic ion transport and metabolism,,
STM1657,STM1657,1751271,1752425,-,putative methyl-accepting chemotaxis protein,Cell motility,,
STM1658,ydaL,1752836,1753399,-,putative Smr domain protein,Function unknown,,nac
STM1659,ogt,1753657,1754172,+,O-6-alkylguanine-DNA,"Replication, recombination and repair",,"fis,nac,narL"
STM1660,fnr,1754326,1755120,+,transcriptional regulator,Transcription,,"arcA,fnr,fur,ihf,rpoD"
STM1661,ydaA,1755271,1756218,+,putative universal stress protein,Signal transduction mechanisms,,"gadX,lrp"
STM1663,ynaI,1756766,1757797,+,putative integral membrane protein,Cell wall/membrane/envelope biogenesis,,
STM1664,STM1664,1757883,1758485,-,putative transcriptional regulator,Transcription,,
STM1665,STM1665,1758529,1759215,+,putative cytoplasmic protein,Function unknown,,
STM1667,STM1667,1759687,1760244,-,putative thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",,
STM1668,STM1668,1760343,1761173,-,putative outer membrane or exported protein,Function unknown,,
STM1669,STM1669,1761194,1763176,-,invasin-like protein%3B intimin,Function unknown,,
STM1670,STM1670,1763251,1764096,-,putative serine/threonine protein kinase,No COG annotation,,
STM1673,STM1673,1766961,1767215,-,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,
STM1674,STM1674,1767326,1767916,-,putative AraC family bacterial regulatory helix-turn-helix protein,Transcription,,
STM1675,STM1675,1767994,1768707,+,putative short-chain alcohol dehydrogenase,Lipid transport and metabolism,,"nsrR,rpoD"
STM1676,STM1676,1768798,1769667,-,putative aldo/keto reductase family,Function unknown,,
STM1677,STM1677,1769941,1770846,-,putative LysR family transcriptional regulator,Transcription,,
STM1678,STM1678,1770965,1771894,+,putative 2'-hydroxyisoflavone reductase,Carbohydrate transport and metabolism,,
STM1679,mppA,1771991,1773604,-,periplasmic murein tripeptide transport protein,Amino acid transport and metabolism,,
STM1680,ycjI,1773794,1774522,+,putative carboxypeptidase,Amino acid transport and metabolism,,"pgrR,rpoH"
STM1681,ycjG,1774497,1775462,-,putative chloromuconate cycloisomerase,Cell wall/membrane/envelope biogenesis,,"arcA,pgrR"
STM1682,tpx,1775578,1776084,+,thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",,"arcA,fnr,rpoD"
STM1683,tyrR,1776174,1777715,-,transcriptional regulator of aromatic amino acid biosynthesis genes (aroF%2C aroG%2C tyrA) and aromatic amino acid transport,Transcription,,"lrp,pgrR,rpoD,rpoH,tyrR"
STM1684,ycjF,1777863,1778924,-,putative inner membrane protein,Function unknown,,"pgrR,rpoH"
STM1685,ycjX,1778921,1780324,-,putative ATPase,Function unknown,,"pgrR,rpoH,ybiH"
STM1686,pspE,1780467,1780781,-,phage shock protein,Cell wall/membrane/envelope biogenesis,,"crp,ihf,pspF,rpoN"
STM1687,pspD,1780857,1781075,-,phage shock protein,Function unknown,,"crp,ihf,pspF,rpoN"
STM1688,pspC,1781098,1781457,-,phage shock protein,Transcription,,"crp,ihf,pspF,rpoN"
STM1689,pspB,1781457,1781681,-,phage shock protein,Function unknown,,"crp,ihf,pspF,rpoN"
STM1690,pspA,1781741,1782409,-,phage shock protein,Transcription,,"crp,ihf,pspF,rpoN"
STM1691,pspF,1782580,1783560,+,transcription activator,Transcription,,"pspF,rpoD"
STM1692,sapA,1783672,1785321,+,ABC superfamily peptide transport protein,Amino acid transport and metabolism,,
STM1693,sapB,1785318,1786283,+,ABC superfamily peptide transport protein,Defense mechanisms,,
STM1694,sapC,1786270,1787160,+,ABC superfamily peptide transport protein,Defense mechanisms,,
STM1695,sapD,1787160,1788152,+,ABC superfamily peptide transport protein,Inorganic ion transport and metabolism,,
STM1696,sapF,1788154,1788960,+,ABC superfamily peptide transport protein,Inorganic ion transport and metabolism,,
STM1698,STM1698,1790151,1791524,-,putative inner membrane protein,No COG annotation,,
STM1700,fabI,1792130,1792918,+,enoyl-[acyl-carrier-protein] reductase (NADH),Lipid transport and metabolism,,fadR
STM1702,rnb,1794340,1796274,+,RNase II,"Translation, ribosomal structure and biogenesis",,rpoD
STM1703,yciR,1796536,1798518,+,putative PAS/PAC domain protein,Signal transduction mechanisms,,"fliZ,fur,rpoS,rutR"
STM1704,yciT,1798906,1799658,+,putative deoR family regulatory protein,Transcription,,"lrp,rpoS"
STM1706,yciH,1800255,1800581,-,putative translation initiation factor SUI1,"Translation, ribosomal structure and biogenesis",,"rpoD,rpoH"
STM1707,pyrF,1800581,1801318,-,orotidine-5'-phosphate decarboxylase,Nucleotide transport and metabolism,,"rpoD,rpoH"
STM1708,yciM,1801509,1802678,-,putative N-acetylglucosaminyl transferase,Inorganic ion transport and metabolism,,"rpoD,rpoH"
STM1709,yciS,1802685,1802993,-,putative inner membrane protein,Function unknown,,"rpoD,rpoH"
STM1710,pgpB,1803143,1803907,-,phosphatidylglycerophosphate phosphatase B,Lipid transport and metabolism,,rpoD
STM1712,acnA,1804749,1807424,-,aconitate hydratase 1,Energy production and conversion,,"arcA,cra,crp,fnr,fur,marA,rob,rpoD,rpoS,soxS"
STM1713,cysB,1808401,1809375,-,transcriptional regulator for cysteine regulon,Transcription,,"cysB,phoP,rpoD"
STM1714,topA,1809786,1812383,-,DNA topoisomerase type I%2C omega protein,"Replication, recombination and repair",,"fis,rpoD,rpoH,rpoS"
STM1715,yciN,1812786,1813037,+,putative cytoplasmic protein,Function unknown,,lrp
STM1716,sohB,1813079,1814125,-,putative peptidase,"Post-translational modification, protein turnover,and chaperones",,"crp,rpoD,rpoS"
STM1717,yciK,1814363,1815124,+,putative oxoacyl-(acyl carrier protein) reductase,Lipid transport and metabolism,,
STM1718,btuR,1815121,1815711,+,cob(I)alamin and cobinamide adenolsyltransferase,Coenzyme transport and metabolism,,
STM1719,yciL,1815798,1816673,-,putative ribosomal large subunit pseudouridine synthase,"Translation, ribosomal structure and biogenesis",,
STM1721,trpH,1817402,1818283,-,trpR controlled transcriptional unit in the 5' upstream region of the trp operon,Function unknown,,
STM1723,trpE,1818544,1820106,+,anthranilate synthase%2C component I,Amino acid transport and metabolism,,"rpoD,trp-tRNA,trpR"
STM1724,trpD,1820106,1821701,+,anthranilate synthase%2C component II,Nucleotide transport and metabolism,,"rpoD,trp-tRNA,trpR"
STM1725,trpC,1821705,1823063,+,N-(5-phosphoribosyl)anthranilate isomerase,Amino acid transport and metabolism,,"rpoD,trp-tRNA,trpR"
STM1726,trpB,1823073,1824266,+,tryptophan synthase%2C beta protein,Amino acid transport and metabolism,,"rpoD,trp-tRNA,trpR"
STM1727,trpA,1824266,1825072,+,tryptophan synthase%2C alpha protein,Amino acid transport and metabolism,,"rpoD,trp-tRNA,trpR"
STM1728,yciG,1825552,1825734,+,putative cytoplasmic protein,No COG annotation,,
STM1729,yciF,1825824,1826327,+,putative cytoplasmic protein,Function unknown,,"h-NS,mcbR,rpoS"
STM1730,yciE,1826401,1826907,+,putative cytoplasmic protein,Function unknown,,"h-NS,mcbR,rpoD,rpoS"
STM1731,STM1731,1826927,1827805,+,putative catalase,Inorganic ion transport and metabolism,,
STM1732,ompW,1827887,1828525,-,outer membrane protein W,Cell wall/membrane/envelope biogenesis,,"arcA,crp,fnr,narL"
STM1733,STM1733,1828863,1829267,+,putative ferredoxin,Function unknown,,
STM1734,yciC,1829293,1830036,+,putative inner membrane protein,Function unknown,,"fnr,rpoD"
STM1735,yciB,1830093,1830632,+,putative intracellular septation protein,"Cell cycle control, cell division, chromosome partitioning",,"fnr,rpoD"
STM1736,yciA,1830793,1831194,+,putative Acyl-CoA hydrolase,Lipid transport and metabolism,,
STM1737,tonB,1831254,1831982,-,TonB,"Intracellular trafficking, secretion, and vesicular transport",,"fur,rpoD"
STM1738,yciI,1832206,1832502,+,putative cytoplasmic protein,Function unknown,,
STM1739,cls,1832862,1834322,+,cardiolipin synthase,Lipid transport and metabolism,,
STM1741,STM1741,1834733,1835569,-,putative voltage-gated potassium channel,Inorganic ion transport and metabolism,,
STM1742,oppF,1835617,1836621,-,oligopeptide transport protein,Inorganic ion transport and metabolism,,"arcA,fliA,fur,lrp,modE,nac,spermidine"
STM1743,oppD,1836618,1837625,-,oligopeptide transport protein,Inorganic ion transport and metabolism,,"arcA,fliA,fur,lrp,modE,nac,spermidine"
STM1744,oppC,1837637,1838545,-,oligopeptide transport protein,Inorganic ion transport and metabolism,,"arcA,fliA,fur,lrp,modE,nac,spermidine"
STM1745,oppB,1838560,1839480,-,oligopeptide transport protein,Inorganic ion transport and metabolism,,"arcA,fliA,fur,lrp,modE,nac,spermidine"
STM1746,oppA,1839602,1841350,-,oligopeptide transport protein with chaperone properties,Amino acid transport and metabolism,,"arcA,fliA,fur,lrp,modE,nac,spermidine"
STM1748,ychE,1841998,1842645,-,putative MarC family integral membrane protein,"Intracellular trafficking, secretion, and vesicular transport",,"cra,fnr"
STM1749,adhE,1843122,1845800,+,iron-dependent alcohol dehydrogenase of the multifunctional alcohol dehydrogenase AdhE,Energy production and conversion,,"cra,fis,fnr,lrp,narL,rpoD,rpoS"
STM1750,tdk,1845997,1846614,-,thymidine kinase,Nucleotide transport and metabolism,,yieP
STM1751,hns,1847277,1847690,+,DNA-binding protein HLP-II,Transcription,,"cspA,fis,gadX,h-NS,rpoD"
STM1752,galU,1847822,1848730,-,glucose-1-phosphate uridylyltransferase,Cell wall/membrane/envelope biogenesis,,
STM1753,hnr,1848933,1849946,-,Response regulator in protein turnover,Transcription,,"cra,crp,rpoS"
STM1754,ychK,1850037,1850942,-,putative phosphoesterase,Function unknown,,rpoS
STM1755,ychJ,1851053,1851511,+,putative cytoplasmic protein,Function unknown,,
STM1756,purU,1851562,1852404,+,formyltetrahydrofolate hydrolase,Nucleotide transport and metabolism,,
STM1760,STM1760,1853720,1855249,-,putative TPR repeat protein,Function unknown,,
STM1761,narI,1855491,1856168,-,nitrate reductase 1%2C cytochrome b(NR)%2C gamma subunit,Energy production and conversion,,"fis,fnr,ihf,narL,rpoD,rstA"
STM1762,narJ,1856168,1856878,-,nitrate reductase 1%2C delta subunit,Energy production and conversion,,"fis,fnr,ihf,narL,rpoD,rstA"
STM1763,narH,1856875,1858410,-,nitrate reductase 1%2C FeS (beta) subunit,Energy production and conversion,,"fis,fnr,ihf,narL,rpoD,rstA"
STM1764,narG,1858407,1862150,-,nitrate reductase 1%2C alpha subunit,Energy production and conversion,,"fis,fnr,ihf,narL,rpoD,rstA"
STM1765,narK,1862538,1863935,-,MFS superfamily nitrite extrusion protein,Inorganic ion transport and metabolism,,"fis,fnr,ihf,nac,narL,rpoD"
STM1766,narX,1864276,1866072,+,sensory histidine kinase in two component regulatory system with NarL,Signal transduction mechanisms,,"fnr,modE,rpoD"
STM1767,narL,1866065,1866715,+,response regulator in two-component regulatory system with NarX (or NarQ),Transcription,,"argR,fnr,modE,rpoD"
STM1768,ychP,1866716,1868140,-,putative invasin,Cell wall/membrane/envelope biogenesis,,"fnr,rpoD"
STM1769,ychN,1868317,1868670,+,putative ACR protein,Inorganic ion transport and metabolism,,
STM1770,chaB,1868750,1868980,-,cation transport regulator,Function unknown,,
STM1771,chaA,1869247,1870347,+,CaCA family%2C sodium-calcium/proton antiporter,Inorganic ion transport and metabolism,,
STM1772,kdsA,1870401,1871255,-,3-deoxy-D-manno-octulosonic acid 8-P synthetase,Cell wall/membrane/envelope biogenesis,,rpoD
STM1773,ychA,1871293,1872102,-,putative transcriptional regulator,Function unknown,,rpoD
STM1774,sirC,1872106,1872495,-,regulator of invasion genes,Function unknown,,rpoD
STM1775,hemK,1872492,1873325,-,putative protoporphyrinogen oxidase,"Translation, ribosomal structure and biogenesis",,"arcA,fnr,ihf,rpoD"
STM1776,prfA,1873325,1874407,-,peptide chain release factor RF-1,"Translation, ribosomal structure and biogenesis",,"arcA,fnr,ihf,rpoD"
STM1777,hemA,1874448,1875704,-,glutamyl tRNA reductase,Coenzyme transport and metabolism,,"arcA,fnr,ihf,rpoD"
STM1778,lolB,1876018,1876641,+,outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,fliA
STM1779,ipk,1876638,1877489,+,isopentenyl monophosphate kinase,Nucleotide transport and metabolism,,fliA
STM1780,prsA,1877755,1878702,+,phosphoribosylpyrophosphate synthetase,Nucleotide transport and metabolism,,"fliA,purR,rpoD"
STM1781,ychM,1878851,1880512,+,putative SulP family transport protein,Inorganic ion transport and metabolism,,yieP
STM1782,ychH,1880557,1880835,-,putative inner membrane protein,Function unknown,,"crp,rpoD"
STM1783,pth,1881087,1881695,+,peptidyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",,rpoD
STM1784,ychF,1881812,1882903,+,putative GTP-binding protein,"Translation, ribosomal structure and biogenesis",,"oxyR,rpoD"
STM1785,STM1785,1883062,1884327,-,putative cytoplasmic protein,Function unknown,,
STM1786,STM1786,1884822,1885940,+,hydrogenase-1 small subunit,Energy production and conversion,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1787,STM1787,1885937,1887730,+,hydrogenase-1 large subunit,Energy production and conversion,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1788,STM1788,1887749,1888480,+,putative Ni/Fe-hydrogenase 1 b-type cytochrome subunit,Energy production and conversion,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1789,STM1789,1888477,1889073,+,putative hydrogenase maturation protease,Energy production and conversion,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1790,STM1790,1889063,1889467,+,putative thiol-disulfide isomerase and thioredoxin,Function unknown,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1791,STM1791,1889464,1890312,+,putative hydrogenase-1 protein,Energy production and conversion,,"appY,arcA,fis,iscR,narL,narP,rpoD,rpoS,ydeO"
STM1792,STM1792,1890387,1891931,+,putative cytochrome oxidase%2C subunit I,Energy production and conversion,,"appY,arcA,rpoD,rpoS,ydeO"
STM1793,STM1793,1891943,1893079,+,putative cytochrome oxidase%2C subunit II,Energy production and conversion,,"appY,arcA,rpoD,rpoS,ydeO"
STM1795,STM1795,1893525,1894850,+,putative homolog of glutamic dehydrogenase,Amino acid transport and metabolism,,
STM1796,treA,1895064,1896776,+,trehalase%2C periplasmic,Carbohydrate transport and metabolism,,rpoS
STM1797,ymgE,1896839,1897093,-,putative transglycosylase-associated protein,Function unknown,,
STM1798,ycgR,1897262,1897996,+,putative inner membrane protein,Cell wall/membrane/envelope biogenesis,,"flhD;flhC,fliA"
STM1799,emtA,1898010,1898621,-,membrane-bound lytic murein transglycosylase E,Cell wall/membrane/envelope biogenesis,,yeiE
STM1800,ycgQ,1898792,1899706,+,putative resistance protein MccF,Defense mechanisms,,
STM1801,ycgO,1899803,1901536,+,putative CPA1 family Na:H transport protein,Inorganic ion transport and metabolism,,
STM1802,dadX,1901599,1902669,-,alanine racemase 2,Amino acid transport and metabolism,,"crp,lrp,rpoD"
STM1803,dadA,1902683,1903981,-,D-amino acid dehydrogenase subunit,Amino acid transport and metabolism,,"crp,lrp,rpoD,yddM"
