,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_09360,1011427,1011750,1,yhdC,323,yhdC,Function unknown,unknown,unknown,-,,
BSU_09370,1011792,1013258,-1,lytF,1466,lytF,Cell wall/membrane/envelope biogenesis,gamma-D-glutamate-meso-diaminopimelate muropeptidase (major autolysin),"gamma-D-glutamate-meso-diaminopimelate muropeptidase, cell separase (major autolysin)",-,,"SinR,SigD,SlrR"
BSU_09380,1013411,1013851,-1,nsrR,440,nsrR,Transcription,transcriptional repressor,nitric oxide-responsive regulator,-,,
BSU_09390,1013958,1015616,-1,ygxB,1658,ygxB,Cell wall/membrane/envelope biogenesis,unknown,general stress protein,-,,SigB
BSU_09400,1015647,1017053,1,spoVR,1406,spoVR,Function unknown,unknown,involved in spore cortex synthesis,-,,SigE
BSU_09410,1017083,1018468,-1,phoA,1385,phoA,No COG category,alkaline phosphatase A,alkaline phosphatase A,-,,"SigA,SigG,PhoP"
BSU_09420,1018998,1020002,1,lytE,1004,lytE,No COG category,"cell wall hydrolase (major autolysin),endopeptidase-type autolysin","cell wall hydrolase (major autolysin) for cell elongation and separation, D,L-endopeptidase-type autolysin",-,,"Spo0A,SigA,SigI,WalR,SigH"
BSU_09430,1020073,1020948,-1,citR,875,citR,Transcription,transcriptional repressor ([SW|LysR family]),transcriptional repressor of [[gene|6684F6083B001E9FDC5967799B715AE966B83E1D]],-,,SigA
BSU_09440,1021057,1022157,1,citA,1100,citA->yhdF,Energy production and conversion,minor citrate synthase,minor citrate synthase,-,,"SigA,CitR"
BSU_09450,1022231,1023100,1,yhdF,869,"yhdF, citA->yhdF",No COG category,unknown,similar to glucose 1-dehydrogenase,-,,"SigA,SigB,CitR"
BSU_09460,1023350,1024747,1,bcaP,1397,bcaP,No COG category,branched-chain amino acid transporter,"branched-chain amino acid transporter, major transporter for isoleucine and valine, may also be involved in threonine transport",-,,CodY
BSU_09470,1024865,1026220,1,yhdH,1355,yhdH,Function unknown,unknown,similar to sodium-dependent transporter,-,,
BSU_09480,1026255,1027664,-1,yhdI,1409,yhdI,No COG category,unknown,similar to transcriptional regulator ([SW|MocR/ GabR family]),-,,
BSU_09490,1027774,1028202,1,yhdJ,428,yhdJ,Transcription,unknown,similar to N-acetyltransferase,-,,
BSU_09500,1028233,1028523,-1,yhdK,290,sigM->yhdK,Function unknown,anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,"anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,required for the perception of  cell  wall  stress  signals",-,,"SigM,SigA"
BSU_09510,1028511,1029587,-1,yhdL,1076,sigM->yhdK,Function unknown,anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,-,,"SigM,SigA"
BSU_09520,1029577,1030068,-1,sigM,491,sigM->yhdK,Transcription,[SW|RNA polymerase] ECF-type [SW|sigma factor] [[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]],"[SW|RNA polymerase] ECF-type [SW|sigma factor] [[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]], required for adaptation to inhibitors of peptidoglycan synthesis",-,,"SigM,SigA"
BSU_09530,1030265,1031260,1,yhdN,995,yhdN->plsC,Energy production and conversion,"aldo/keto reductase, specific for NADP","general stress protein, broad specificity aldo-keto reductase that converts MG to acetol",-,,"SigB,FapR"
BSU_09540,1031395,1031994,1,plsC,599,yhdN->plsC,Lipid transport and metabolism,acyl-ACP:1-acylglycerolphosphate acyltransferase,acyl-ACP:1-acylglycerolphosphate acyltransferase,-,,"SigB,FapR"
BSU_09550,1032063,1033397,-1,yhdP,1334,cueR->yhdP,Function unknown,magnesium efflux pump,"magnesium efflux pump, mutation suppresses defects in 70 S ribosome formation",-,,
BSU_09560,1033458,1033889,-1,cueR,431,cueR->yhdP,Transcription,transcriptional regulator ([SW|MerR family]),transcriptional regulator ([SW|MerR family]) of the [[gene|18506FB74F6BB9278F22EB7DCDA3CF72575CC32A]]-[[gene|727024F7B1AC19676ED4B516CF46A47B1328310B]] operon,-,,
BSU_09570,1034046,1035227,1,yhdR,1181,yhdR,Amino acid transport and metabolism,unknown,similar to aspartate aminotransferase,-,,
BSU_09590,1035554,1036939,1,yhdT,1385,yhdT,Inorganic ion transport and metabolism,unknown,unknown,-,,
BSU_09600,1036953,1037309,-1,fluC,356,yhdW->fluC,Cell cycle control and cell division,flouride channel,flouride exporter (together with [[protein|BD1C4D9E6E8960DF77EE1571A637929C2D8C4A28]]),-,,
BSU_09610,1037306,1037701,-1,yhdV,395,yhdW->fluC,Cell cycle control and cell division,flouride channel,flouride exporter (together with [[protein|2F86A2FF36ED00DB0A9A91B064EBD095F5E759ED]]),-,,
BSU_09620,1037688,1038419,-1,yhdW,731,yhdW->fluC,No COG category,unknown,similar to glycerophosphodiester phosphodiesterase,-,,
BSU_09630,1038653,1038760,1,yhdX,107,yhdX,No COG category,unknown,unknown,-,,
BSU_09640,1038909,1040024,1,yhdY,1115,yhdY,Cell wall/membrane/envelope biogenesis,"mechanosensitive channel, similar to MscS","mechanosensitive channel, similar to MscS",-,,
BSU_09650,1040094,1040837,1,srtN,743,srtN,Transcription,NAD(+)-dependent deacetylase and lipoamidase,protein deacetylase and lipoamidase,-,,
BSU_09660,1040861,1041709,-1,yheN,848,yheN,Carbohydrate transport and metabolism,unknown,putative polysaccharide deacetylase,-,,
BSU_09670,1041994,1042842,1,dat,848,dat,Amino acid transport and metabolism,D-alanine aminotransferase,,-,,
BSU_09680,1042885,1044246,-1,nhaC,1361,nhaC,Energy production and conversion,Na /H  antiporter,Na /H  antiporter,-,,NhaX
BSU_09690,1044373,1044873,-1,nhaX,500,nhaX,Signal transduction,unknown,"general stress protein, putative regulator of [[protein|A7F1B4C0D32E18773170BFBEEB94E5EF55C7DB97]]",-,,SigB
BSU_09700,1045037,1045198,1,bmrB,161,bmrB->bmrD,No COG category,leader peptide,regulatory leader peptide for the control of [[gene|67C0C9EA17EF953554D3D57CD0D285246F50C1AD]]-[[gene|9B2766D2F8892AA17DB480216570C81C33355C3B]] expression,-,,"AbrB,BmrB"
BSU_09710,1045318,1047075,1,bmrC,1757,bmrB->bmrD,Defense mechanisms,multidrug [SW|ABC transporter ](ATP-binding protein),"multidrug [SW|ABC transporter ](ATP-binding protein), also involved in the signalling pathway to activate [[protein|KinA ]]at the onset of [SW|sporulation]",-,,"AbrB,BmrB"
BSU_09720,1047072,1049093,1,bmrD,2021,bmrB->bmrD,No COG category,multidrug [SW|ABC transporter ](ATP-binding protein),"multidrug [SW|ABC transporter ](ATP-binding protein), also involved in the signalling pathway to activate [[protein|KinA ]]at the onset of [SW|sporulation]",-,,"AbrB,BmrB"
BSU_09730,1049142,1049762,-1,yheG,620,"yheG, yheF->yheG",Carbohydrate transport and metabolism,unknown,unknown,-,,
BSU_09740,1049801,1049926,-1,yheF,125,yheF->yheG,No COG category,unknown,unknown,-,,
BSU_09750,1050031,1050234,-1,sspB,203,sspB,Function unknown,small acid-soluble spore protein (major beta-type SASP),small acid-soluble spore protein (major beta-type SASP),-,,"SpoVT,SigG"
BSU_09760,1050443,1050661,-1,yheE,218,yheE,Function unknown,unknown,unknown,-,,
BSU_09770,1050811,1052172,-1,yheD,1361,yheC->yheD,Coenzyme transport and metabolism,ATP-binding spore coat protein,ATP-binding spore coat protein,-,,"SigE,SpoIIID"
BSU_09780,1052162,1053253,-1,yheC,1091,yheC->yheD,Coenzyme transport and metabolism,ATP-binding spore coat protein,ATP-binding spore coat protein,-,,"SigE,SpoIIID"
BSU_09790,1053520,1054653,1,yheB,1133,yheB->yheA,Function unknown,unknown,unknown,-,,
BSU_09800,1054746,1055099,1,yheA,353,yheB->yheA,Function unknown,unknown,glutamine-rich protein,-,,
BSU_09810,1055143,1056216,-1,yhaZ,1073,yhaZ,"Replication, recombination and repair",unknown,similar to alkyl purine DNA glycosylase,-,,LexA
BSU_09830,1056702,1057568,1,yhaX,866,yhaX,Function unknown,spore coat protein,[[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]-dependent sporulation protein,-,,"SigE,SpoIIID"
BSU_09840,1057680,1059185,1,hemZ,1505,hemZ,Coenzyme transport and metabolism,coproporphyrinogen III oxidase,coproporphyrinogen III oxidase,-,,"SigA,Rex"
BSU_09850,1059203,1060420,-1,khtU,1217,khtS->khtU,Inorganic ion transport and metabolism,K<sup>+</sup>/H<sup>+</sup> antiporter for K<sup>+</sup> efflux,K<sup>+</sup>/H<sup>+</sup> antiporter for K<sup>+</sup> efflux,-,,
BSU_09860,1060427,1060924,-1,khtT,497,khtS->khtU,Inorganic ion transport and metabolism,K<sup>+</sup>/H<sup>+</sup> antiporter for K<sup>+</sup> efflux,K<sup>+</sup>/H<sup>+</sup> antiporter for K<sup>+</sup> efflux,-,,
BSU_09870,1060988,1061326,-1,khtS,338,khtS->khtU,No COG category,modulator of [[protein|9A54C82323BA9220CAA6041E3745FAB9E222FE78]] activity,modulator of [[protein|9A54C82323BA9220CAA6041E3745FAB9E222FE78]] activity,-,,
BSU_09880,1061491,1062258,1,yhaR,767,yhaR,Lipid transport and metabolism,unknown,similar to enoyl CoA hydratase,-,,CcpA
BSU_09889,1062279,1062464,-1,yhzD,185,yhzD,Function unknown,unknown,unknown,-,,
BSU_09890,1062591,1063487,1,yhaQ,896,yhaQ->yhaP,Function unknown,[SW|ABC transporter] (ATP-binding protein),similar to [SW|ABC transporter] (ATP-binding protein),-,,AbrB
BSU_09900,1063480,1064739,1,yhaP,1259,yhaQ->yhaP,Energy production and conversion,[SW|ABC transporter] (membrane protein),similar to [SW|ABC transporter] (membrane protein),-,,AbrB
BSU_09910,1064846,1066072,1,yhaO,1226,yhaO->yhaM,"Replication, recombination and repair",unknown,similar to DNA double-strand break repair protein,-,,LexA
BSU_09920,1066077,1068968,1,sbcE,2891,yhaO->yhaM,"Replication, recombination and repair",SMC-like protein,"SMC-like protein, involved in DNA double-strand break repair and competence",-,,LexA
BSU_09930,1069042,1069986,1,yhaM,944,yhaO->yhaM,"Replication, recombination and repair",RNase YhaM,"RNase, 3 5 exoribonuclease",-,,LexA
BSU_09940,1070111,1070323,1,yhaL,212,yhaL,Function unknown,unknown,[[protein|3CB24D493B3282278B7DC61CE3C793DFA815F9E2]]-dependent [SW|sporulation] gene,-,,SigE
BSU_09950,1070364,1071242,-1,prsA,878,prsA,Cell wall/membrane/envelope biogenesis,post-translocation molecular chaperone,"lipoprotein, post-translocational folding of exported proteins (post-translocation molecular chaperone)",-,,
BSU_09958,1071402,1071488,1,sscA,86,sscA,No COG category,small spore protein,small spore protein,-,,"GerE,SigK"
BSU_09965,1072042,1072560,-1,yhaJ,518,yhaJ,Function unknown,putative bacteriocin,putative bacteriocin,-,,
BSU_09980,1072768,1073109,1,yhaI,341,yhaI,Function unknown,unknown,unknown,-,,
BSU_09990,1073106,1073717,-1,scoC,611,scoC,Transcription,transcriptional repressor ([SW|MarR family]),transcriptional repressor of genes expressed in the transition phase,-,,"SigA,SenS,SalA,CodY,AbrB"
BSU_10000,1073895,1074251,-1,yhaH,356,yhaH,Function unknown,unknown,unknown,-,,
BSU_10009,1074381,1074572,1,yhzF,191,yhzF,No COG category,unknown,similar to dihydropicolinate reductase,-,,
BSU_10010,1074646,1075164,-1,trpP,518,"trpP, serC->trpP",Function unknown,S protein of tryptophan [SW|ECF transporter],S protein of tryptophan [SW|ECF transporter],-,,SigA
BSU_10020,1075289,1076368,-1,serC,1079,serC->trpP,Amino acid transport and metabolism,3-phosphoserine aminotransferase,3-phosphoserine aminotransferase,-,,
BSU_10030,1076515,1076952,-1,hit,437,hit,Nucleotide transport and metabolism,Hit-like protein involved in cell-cycle regulation,"Hit-like protein involved in cell-cycle regulation, similar to Ap<sub>4</sub>A hydrolase",-,,
BSU_10040,1077440,1078183,1,ecsA,743,ecsA->ecsC,Defense mechanisms,[SW|ABC transporter] (ATP-binding protein),"[SW|ABC transporter] (ATP-binding protein), mutation affects proteolysis by [[protein|CB50289535EA537F63BADD459BD11AA7759A6658]] (no processing of [[protein|4E720917045032E8B45CB8AF6E5C13AE0E48EE33]] and [[protein|79712F4CF884A660C71B45B3397AEFA5C0AFA683]])",-,,
BSU_10050,1078176,1079402,1,ecsB,1226,ecsA->ecsC,Intracellular trafficking and secretion,[SW|ABC transporter] ( membrane protein),[SW|ABC transporter] ( membrane protein),-,,
BSU_10060,1079422,1080132,1,ecsC,710,ecsA->ecsC,Function unknown,unknown,unknown,-,,
BSU_10070,1080150,1081340,-1,sndC,1190,"sndC, yhfA->sndC",Amino acid transport and metabolism,sulphur compound N-deacetylase,sulphur compound N-deacetylase,-,,
BSU_10080,1081413,1082804,-1,yhfA,1391,yhfA->sndC,Energy production and conversion,unknown,unknown,-,,
BSU_10090,1082870,1083184,-1,yhgB,314,,No COG category,unknown,unknown,-,,
BSU_10100,1083229,1083729,-1,hmoB,500,hmoB,Function unknown,heme monooxygenase,heme monooxygenase,-,,
BSU_10110,1083851,1085995,1,pbpF,2144,pbpF,Cell wall/membrane/envelope biogenesis,penicillin-binding protein 2C,penicillin-binding protein 2C,-,,"SigA,SigG"
BSU_10120,1086117,1087178,1,hemE,1061,hemE->hemY,Coenzyme transport and metabolism,uroporphyrinogen decarboxylase (uroporphyrinogen III),uroporphyrinogen decarboxylase (uroporphyrinogen III),-,,
BSU_10130,1087250,1088182,1,hemH,932,hemE->hemY,Coenzyme transport and metabolism,coproporphyrin ferrochelatase,coproporphyrin ferrochelatase,-,,
BSU_10140,1088197,1089609,1,hemY,1412,hemE->hemY,Coenzyme transport and metabolism,coproporphyrinogen oxidase,coproporphyrinogen oxidase,-,,
BSU_10150,1089755,1090330,1,yhgD,575,yhgD->yhgE,Transcription,unknown,similar to transcriptional regulator ([SW|TetR family]),-,,
BSU_10160,1090401,1092728,1,yhgE,2327,yhgD->yhgE,Function unknown,unknown,unknown,-,,
BSU_10170,1092770,1093747,-1,fabHB,977,fabHB,Lipid transport and metabolism,beta-ketoacyl-acyl carrier protein synthase III,beta-ketoacyl-acyl carrier protein synthase III,-,,FapR
BSU_10180,1093874,1094650,1,yhfC,776,yhfC,Function unknown,unknown,unknown,-,,
BSU_10200,1095063,1096103,1,yhfE,1040,yhfE->yhfF,Carbohydrate transport and metabolism,unknown,similar to aminopeptidase,-,,
BSU_10210,1096116,1096523,1,yhfF,407,yhfE->yhfF,Function unknown,unknown,unknown,-,,
BSU_10220,1096560,1097849,-1,gltT,1289,gltT,Energy production and conversion,major Na<sup>+</sup>-coupled glutamate/ aspartate symport protein,"major high-affinity Na<sup>+</sup>-coupled glutamate/ aspartate symport protein, uptake of glyphosate",-,,
BSU_10230,1098120,1098260,-1,yhfH,140,yhfH,Function unknown,unknown,unknown,-,,YlxR
BSU_10240,1098412,1099146,1,yhfI,734,yhfI->yhfK,Function unknown,unknown,similar to metallo--lactamase,-,,
BSU_10250,1099159,1100154,1,lplJ,995,yhfI->yhfK,Coenzyme transport and metabolism,Lipoate:protein ligase,lipoate-protein ligase,-,,
BSU_10260,1100219,1100863,1,yhfK,644,yhfI->yhfK,Carbohydrate transport and metabolism,unknown,unknown,-,,
BSU_10270,1100980,1102521,1,lcfB,1541,lcfB,Lipid transport and metabolism,long-chain fatty-acid-CoA ligase,"long-chain fatty-acid-CoA ligase, involved in surfactin production",-,,"SigA,FadR,CcpA"
BSU_10280,1102560,1102955,-1,yhfM,395,yhfM,Function unknown,unknown,unknown,-,,SigF
BSU_10290,1103104,1104384,1,yhfN,1280,yhfN,"Post-translational modification, protein turnover, and chaperones",unknown,similar to metalloprotease,-,,
BSU_10300,1104423,1105568,-1,aprE,1145,aprE,"Post-translational modification, protein turnover, and chaperones",extracellular alkaline serine protease (subtilisin E),major extracellular alkaline protease,-,,"SigA,SinR,CodY,DegU,AbrB,ScoC"
BSU_10310,1106003,1106452,1,yhfO,449,yhfO->yhfQ,Transcription,unknown,predicted acyltransferase,-,,
BSU_10320,1106524,1107516,1,yhfP,992,"yhfO->yhfQ, yhfP->yhfQ",Energy production and conversion,putative quinone oxidoreductase,"putative quinone oxidoreductase, Zn-dependent and NAD(P)-binding",-,,
BSU_10330,1107733,1108704,1,yhfQ,971,"yhfO->yhfQ, yhfP->yhfQ, yhfQ",Cell wall/membrane/envelope biogenesis,iron/ citrate [SW|ABC transporter] (solute-binding protein),iron/ citrate [SW|ABC transporter] (solute-binding protein),-,,Fur
BSU_10340,1108736,1109317,-1,yhfR,581,"yhfR, yhfU->yhfR, yhfT->yhfR",Carbohydrate transport and metabolism,unknown,phosphatase involved in isopentenol (isoprenoid) biosynthesis,-,,BirA
BSU_10350,1109388,1110482,-1,yhfS,1094,"yhfU->yhfR, yhfT->yhfR",Lipid transport and metabolism,unknown,similar to acetyl-CoA C-acetyltransferase,-,,BirA
BSU_10360,1110479,1111918,-1,yhfT,1439,"yhfU->yhfR, yhfT->yhfR",Lipid transport and metabolism,unknown,"similar to long-chain fatty-acid-CoA ligase, involved in surfactin production",-,,BirA
BSU_10370,1111925,1112485,-1,yhfU,560,yhfU->yhfR,Function unknown,S protein of biotin [SW|ECF transporter],S protein of biotin [SW|ECF transporter],-,,BirA
BSU_10380,1112620,1113918,-1,hemAT,1298,hemAT,Cell motility,haem-based aerotactic transducer,"soluble chemotaxis receptor, heme-containing O<sub>2</sub> sensor protein",-,,SigD
BSU_10390,1114057,1115586,-1,yhfW,1529,yhfW,Energy production and conversion,unknown,similar to Rieske 2Fe-2S iron-sulfur protein,-,,SigF
BSU_10400,1115698,1116555,1,yhxC,857,yhxC,No COG category,unknown,similar to alcohol dehydrogenase,-,,SigE
BSU_10410,1116583,1116816,-1,yhzC,233,yhzC,Function unknown,unknown,unknown,-,,
BSU_10420,1117109,1117687,1,comK,578,comK,Transcription,competence transcription factor (CTF),competence transcription factor (CTF),-,,"ComK,Rok,Spo0A,SigA,CodY,DegU,AbrB"
BSU_10430,1117734,1118633,-1,yhxD,899,yhxD,Lipid transport and metabolism,unknown,"general stress protein, similar to alcohol dehydrogenase",-,,SigB
BSU_10440,1118850,1119119,1,yhjA,269,yhjA,Function unknown,unknown,unknown,-,,
BSU_10450,1119162,1120631,-1,yhjB,1469,yhjC->yhjB,Amino acid transport and metabolism,unknown,similar to metabolite permease,-,,"ComK,CodY"
BSU_10460,1120628,1120828,-1,yhjC,200,yhjC->yhjB,Function unknown,unknown,unknown,-,,"ComK,CodY"
BSU_10470,1121036,1121398,-1,yhjD,362,yhjD,Function unknown,unknown,unknown,-,,LexA
BSU_10480,1121550,1122173,1,yhjE,623,yhjE->sipV,Function unknown,unknown,unknown,-,,LexA
BSU_10490,1122175,1122681,1,sipV,506,yhjE->sipV,Intracellular trafficking and secretion,signal peptidase I,signal peptidase I,-,,LexA
BSU_10500,1122862,1124361,1,yhjG,1499,yhjG->yhjH,Energy production and conversion,unknown,similar to  monooxygenase,-,,
BSU_10510,1124438,1124965,1,yhjH,527,"yhjG->yhjH, yhjH",Transcription,unknown,similar to transcriptional repressor ([SW|MarR family]),-,,
BSU_10520,1125123,1126328,-1,glcP,1205,ntdA->glcP,Carbohydrate transport and metabolism,probable glucose/mannose:H<sup>+</sup> symporter,probable glucose/mannose:H<sup>+</sup> symporter,-,,"SigA,NtdR"
BSU_10530,1126400,1127452,-1,ntdC,1052,ntdA->glcP,Function unknown,NAD-dependent glucose-6-phosphate dehydrogenase,NAD-dependent glucose-6-phosphate dehydrogenase,-,,"SigA,NtdR"
BSU_10540,1127466,1128314,-1,ntdB,848,ntdA->glcP,Function unknown,kanosamine-6-phosphate phosphatase,kanosamine-6-phosphate phosphatase,-,,"SigA,NtdR"
BSU_10550,1128286,1129611,-1,ntdA,1325,ntdA->glcP,Amino acid transport and metabolism,pyridoxal phosphate-dependent,pyridoxal phosphate-dependent 3-oxo-glucose-6-phosphate:glutamate aminotransferase,-,,"SigA,NtdR"
BSU_10560,1129715,1130704,1,ntdR,989,ntdR,Transcription,transcriptional regulator ([SW|LacI family]),transcription activator of the [[gene|2F850E2DFA6287DB3890243803E06FDE7ACDB10E]]-[[gene|A4DE6C394B64813A732255734758403241FFAC2F]]-[[gene|29DAF5343A42EAD8DB97925FE7D049410F7B7FCA]]-[[gene|glcP ]]operon,-,,AbrB
