,gene_name,start,length,operon,gene_product,regulator
mutY,mutY,1053.0,1053.0,mutY-yggX-mltC-nupG,"Replication, recombination and repair",[]
helD,helD,2055.0,2055.0,helD,"Replication, recombination and repair",[]
tonB,tonB,720.0,720.0,tonB,Cell wall/membrane/envelope biogenesis,"['fur', 'rpoD']"
yeaX,yeaX,966.0,966.0,yeaX,Energy production and conversion,[]
ileX,ileX,0.0,0.0,ileX,tRNA,[]
metG,metG,2034.0,2034.0,metG,"Translation, ribosomal structure and biogenesis",['rpoD']
yhhT,yhhT,1050.0,1050.0,yhhT,Function unknown,[]
yebU,yebU,1440.0,1440.0,rsmF,"Translation, ribosomal structure and biogenesis",[]
creA,creA,474.0,474.0,creABCD,Function unknown,"['nagC', 'rpoD', 'rpoH']"
yejL,yejL,228.0,228.0,yejLM,Function unknown,[]
pheP,pheP,1377.0,1377.0,pheP,Amino acid transport and metabolism,['rpoD']
yccR,yccR,630.0,630.0,sxy,Transcription,[]
b1966,yedS_1,663.0,663.0,yedS_1S_2S_3,No COG Annotation,[]
chaC,chaC,696.0,696.0,chaBC,Inorganic ion transport and metabolism,['rpoN']
btuB,btuB,1845.0,1845.0,btuB-murI,Inorganic ion transport and metabolism,"['adenosylcobalamin', 'gadX', 'rpoD']"
ecpD,ecpD,1644.0,1644.0,ecpBCDE,Function unknown,[]
yedY,yedY,1005.0,1005.0,msrPQ,Function unknown,[]
nupG,nupG,1257.0,1257.0,mutY-yggX-mltC-nupG,Carbohydrate transport and metabolism,"['crp', 'cytR', 'deoR', 'rpoD']"
ypjA,ypjA,4581.0,4581.0,ypjA,"Intracellular trafficking, secretion, and vesicular transport",[]
ybfE,ybfE,294.0,294.0,ybfE,Function unknown,"['lexA', 'rpoH']"
apt,apt,552.0,552.0,apt,Nucleotide transport and metabolism,['rpoD']
yniA,yniA,861.0,861.0,yniA,Carbohydrate transport and metabolism,[]
pinH,pinH,240.0,240.0,pinH,No COG Annotation,[]
yciG,yciG,180.0,180.0,yciGFE,Function unknown,"['h-NS', 'mcbR', 'rpoS']"
add,add,1002.0,1002.0,add,Nucleotide transport and metabolism,"['rbsR', 'rpoD']"
ydjX,ydjX,711.0,711.0,ydjXYZ-ynjABCD,Function unknown,['fnr']
yqaB,yqaB,567.0,567.0,yqaBA,Function unknown,[]
tyrS,tyrS,1275.0,1275.0,pdxH-tyrS-pdxY,"Translation, ribosomal structure and biogenesis",[]
amn,amn,1455.0,1455.0,amn,Nucleotide transport and metabolism,['phoB']
yddW,yddW,1320.0,1320.0,yddW,Function unknown,[]
ygaD,ygaD,498.0,498.0,pncC,Function unknown,[]
cdd,cdd,885.0,885.0,cdd,Nucleotide transport and metabolism,"['crp', 'cytR', 'nsrR', 'rpoD']"
dcm,dcm,1419.0,1419.0,dcm-vsr,"Replication, recombination and repair",[]
ygcB,ygcB,2667.0,2667.0,cas3,"Replication, recombination and repair",[]
yneE,yneE,915.0,915.0,yneE,Function unknown,[]
rfe,rfe,1104.0,1104.0,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis,[]
sbmC,sbmC,474.0,474.0,sbmC,Transcription,"['crp', 'lexA']"
menG,menG,486.0,486.0,menA-rraA,Coenzyme transport and metabolism,[]
ygfI,ygfI,897.0,897.0,ygfI,No COG Annotation,[]
yibF,yibF,609.0,609.0,yibF,"Posttranslational modification, protein turnover, chaperones",[]
glyU,glyU,0.0,0.0,glyU,tRNA,[]
ecfK,ecfK,0.0,0.0,ecfK,Function unknown,[]
gudP,gudP,1353.0,1353.0,gudPXD,Carbohydrate transport and metabolism,"['cdaR', 'nac']"
secB,secB,468.0,468.0,yibN-grxC-secB-gpsA,"Intracellular trafficking, secretion, and vesicular transport","['crp', 'rpoD']"
cvrA,cvrA,1737.0,1737.0,cvrA,Inorganic ion transport and metabolism,[]
trkA,trkA,1377.0,1377.0,trkA,Inorganic ion transport and metabolism,[]
ybjG,ybjG,597.0,597.0,ybjG,Lipid transport and metabolism,['phoP']
secA,secA,2706.0,2706.0,secMA-mutT,"Intracellular trafficking, secretion, and vesicular transport",[]
aqpZ,aqpZ,696.0,696.0,aqpZ,Carbohydrate transport and metabolism,['fnr']
yahI,yahI,951.0,951.0,yahIJ,Amino acid transport and metabolism,[]
emrE,emrE,333.0,333.0,renD-emrE,Inorganic ion transport and metabolism,[]
lacA,lacA,612.0,612.0,lacZYA,Function unknown,"['crp', 'h-NS', 'lacI', 'rpoD']"
b0298,insE1,300.0,300.0,eaeH-insE-1EF-1F-1,"Replication, recombination and repair",[]
araF,araF,990.0,990.0,araFGH,Carbohydrate transport and metabolism,"['araC', 'crp', 'nac', 'rpoD', 'rpoS', 'yieP']"
ahpF,ahpF,1566.0,1566.0,ahpCF,"Posttranslational modification, protein turnover, chaperones","['metJ', 'oxyR', 'rpoD', 'rpoE', 'soxR']"
ybbC,ybbC,369.0,369.0,rhsD-ybbC-ylbH-ybbD,No COG Annotation,[]
tatE,tatE,204.0,204.0,tatE,"Intracellular trafficking, secretion, and vesicular transport",[]
b0501,ybbD,491.0,491.0,ybbD,No COG Annotation,[]
lolA,lolA,612.0,612.0,lolA-rarA,Cell wall/membrane/envelope biogenesis,"['rcsB', 'rpoD']"
yaiE,yaiE,285.0,285.0,ppnP,Function unknown,[]
sanA,sanA,720.0,720.0,sanA-yeiS,Function unknown,[]
paaX,paaX,951.0,951.0,paaXY,Transcription,"['paaX', 'rpoD']"
hemC,hemC,942.0,942.0,hemCDXY,Coenzyme transport and metabolism,[]
lpxP,lpxP,921.0,921.0,lpxP,Cell wall/membrane/envelope biogenesis,['rpoE']
pstS,pstS,1041.0,1041.0,pstSCAB-phoU,Inorganic ion transport and metabolism,"['fnr', 'ihf', 'phoB', 'rpoD', 'rpoS']"
hrpA,hrpA,3903.0,3903.0,hrpA,"Replication, recombination and repair",[]
fliA,fliA,720.0,720.0,fliAZ-tcyJ,Transcription,"['csgD', 'flhD;flhC', 'fliA', 'h-NS', 'ihf', 'matA', 'nsrR', 'rpoD', 'sutR']"
fldB,fldB,522.0,522.0,fldB,Energy production and conversion,"['rpoD', 'soxS']"
rpoE,rpoE,576.0,576.0,rseD-rpoE-rseABC,Transcription,"['cpxR', 'crp', 'glrR', 'ihf', 'ntrC', 'rcsB', 'rpoD', 'rpoE', 'rpoN', 'rpoS']"
argP,argP,894.0,894.0,argP,Transcription,"['argP', 'phoB']"
recA,recA,1062.0,1062.0,recAX,"Replication, recombination and repair","['lexA', 'rpoD']"
dfp,dfp,1221.0,1221.0,dfp,Coenzyme transport and metabolism,[]
arcB,arcB,2337.0,2337.0,arcB,Signal transduction mechanisms,['yieP']
nohB,nohD,546.0,546.0,nohB,"Replication, recombination and repair",[]
malX,malX,1593.0,1593.0,malXY,Carbohydrate transport and metabolism,"['crp', 'malI', 'nac', 'rpoD']"
rpmE,rpmE,213.0,213.0,rpmE,"Translation, ribosomal structure and biogenesis",['rpoH']
cobU,cobU,546.0,546.0,cobUST,Coenzyme transport and metabolism,"['nac', 'rpoD']"
yggE,yggE,741.0,741.0,yggE,Function unknown,['rpoS']
ampD,ampD,552.0,552.0,ampDE,Cell wall/membrane/envelope biogenesis,['crp']
deaD,deaD,1890.0,1890.0,yrbN-deaD,"Replication, recombination and repair",['rpoD']
mcrA,mcrA,834.0,834.0,mcrA,Defense mechanisms,[]
mscS,mscS,861.0,861.0,mscS,Cell wall/membrane/envelope biogenesis,[]
dgt,dgt,1518.0,1518.0,dgt,Nucleotide transport and metabolism,[]
pnp,pnp,2136.0,2136.0,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"Translation, ribosomal structure and biogenesis","['arcA', 'argR', 'crp', 'fis', 'fnr', 'rpoD']"
yahB,yahB,933.0,933.0,yahB,Transcription,[]
yggM,yggM,1008.0,1008.0,yggM,Function unknown,[]
ybjC,ybjC,288.0,288.0,ybjC-nfsA-rimK-ybjN,Function unknown,"['marA', 'oxyR', 'rob', 'rpoD', 'soxS']"
rhsD,rhsD,4281.0,4281.0,rhsD-ybbC-ylbH-ybbD,Cell wall/membrane/envelope biogenesis,['ybaQ']
yaiM,yaiM,834.0,834.0,frmRAB,Function unknown,[]
ydjN,ydjN,1392.0,1392.0,tcyP,Function unknown,['cysB']
fecI,fecI,522.0,522.0,fecIR,Transcription,"['fur', 'rpoD', 'slyA']"
agaR,agaR,810.0,810.0,agaR,Transcription,"['agaR', 'rpoD']"
yaiP,yaiP,1197.0,1197.0,yaiP,Cell wall/membrane/envelope biogenesis,[]
asr,asr,309.0,309.0,asr,No COG Annotation,"['gadX', 'h-NS', 'phoB', 'rcdA', 'rpoD', 'rpoS', 'rstA']"
yfeK,yfeK,375.0,375.0,yfeKS,Function unknown,"['nac', 'rpoE']"
yhaJ,yhaJ,897.0,897.0,yhaJ,Transcription,['fur']
ybdG,ybdG,1248.0,1248.0,ybdG,Cell wall/membrane/envelope biogenesis,[]
ydgI,ydgI,1383.0,1383.0,ydgI-folM,Amino acid transport and metabolism,"['argR', 'lrp']"
yqiC,yqiC,291.0,291.0,ubiK,Function unknown,[]
yhdA,yhdA,1941.0,1941.0,csrD,Signal transduction mechanisms,[]
ybeF,ybeF,954.0,954.0,ybeF,Transcription,[]
ydiM,ydiM,1215.0,1215.0,ydiM,Carbohydrate transport and metabolism,[]
accB,accB,471.0,471.0,accBC,Lipid transport and metabolism,"['bCCP', 'fadR', 'rpoD']"
yhcM,yhcM,1128.0,1128.0,zapE,Function unknown,[]
hscC,hscC,1671.0,1671.0,hscC,"Posttranslational modification, protein turnover, chaperones",[]
ydiF,ydiF,1596.0,1596.0,ydiFO,Lipid transport and metabolism,['nac']
trxA,trxA,330.0,330.0,trxA,"Posttranslational modification, protein turnover, chaperones","['arcA', 'crp', 'rpoD']"
yraL,yraL,861.0,861.0,rsmI,Function unknown,[]
abrB,abrB,1047.0,1047.0,abrB,Function unknown,[]
ydiS,ydiS,1290.0,1290.0,ydiQRST-fadK,Energy production and conversion,[]
yhgN,yhgN,594.0,594.0,yhgN,"Intracellular trafficking, secretion, and vesicular transport",['fnr']
yraR,yraR,636.0,636.0,yraR,Carbohydrate transport and metabolism,[]
ybgQ,ybgQ,2448.0,2448.0,ybgQPO,Cell wall/membrane/envelope biogenesis,[]
yncC,yncC,666.0,666.0,mcbR,Transcription,[]
nadC,nadC,894.0,894.0,nadC,Coenzyme transport and metabolism,['crp']
yhbP,yhbP,444.0,444.0,yhbP,Function unknown,[]
mazE,mazE,249.0,249.0,relA-mazEFG,Transcription,"['crp', 'fis', 'h-NS', 'hipAB', 'hipB', 'mazE', 'mazE;mazF', 'rpoD']"
tam,tam,759.0,759.0,lsrACDBFG-tam,Function unknown,"['crp', 'lsrR', 'rpoS']"
yhbT,yhbT,525.0,525.0,yhbTS,Lipid transport and metabolism,"['csgD', 'fnr', 'nac']"
panD,panD,381.0,381.0,panD,Coenzyme transport and metabolism,['rpoD']
yneH,glsB,927.0,927.0,glsB-yneG,Amino acid transport and metabolism,[]
mazG,mazG,792.0,792.0,relA-mazEFG,Function unknown,"['fis', 'mazE', 'mazE;mazF']"
ada,ada,1065.0,1065.0,ada-alkB,Nucleotide transport and metabolism,"['ada', 'rpoD', 'rpoS']"
yifM_2,yifM_2,0.0,0.0,yifM_2,Function unknown,[]
nohA,nohA,528.0,528.0,nohA-ydfN-tfaQ,No COG Annotation,[]
ygeQ,ygeQ,1137.0,1137.0,ygeQ,No COG Annotation,[]
ygiS,ygiS,1608.0,1608.0,ygiS,Amino acid transport and metabolism,['nac']
metF,metF,891.0,891.0,metF,Amino acid transport and metabolism,"['metJ', 'rpoD']"
yagK,yagK,627.0,627.0,yagK,Function unknown,"['rcdA', 'rpoD']"
deoA,deoA,1323.0,1323.0,deoCABD,Nucleotide transport and metabolism,"['crp', 'cytR', 'deoR', 'fis', 'modE', 'rpoD']"
glnH,glnH,747.0,747.0,glnHPQ,Amino acid transport and metabolism,"['ihf', 'ntrC', 'rpoN']"
dksA,dksA,456.0,456.0,sfsA-dksA-gluQ,Signal transduction mechanisms,"['crp', 'rpoD']"
dam,dam,837.0,837.0,aroKB-damX-dam-rpe-gph-trpS,"Replication, recombination and repair","['argR', 'rpoD']"
deoB,deoB,1224.0,1224.0,deoCABD,Carbohydrate transport and metabolism,"['crp', 'cytR', 'deoR', 'fis', 'modE', 'rpoD']"
hcaT,hcaT,1140.0,1140.0,hcaT,No COG Annotation,['argR']
phoA,phoA,1416.0,1416.0,phoA-psiF,Inorganic ion transport and metabolism,"['phoB', 'rpoD']"
thrU,tufB,1185.0,1185.0,thrU-tyrU-glyT-thrT-tufB,"Translation, ribosomal structure and biogenesis",[]
lon,lon,2355.0,2355.0,clpPX-lon,"Posttranslational modification, protein turnover, chaperones","['gadX', 'rpoD', 'rpoE', 'rpoH']"
ygiU,ygiU,297.0,297.0,mqsRA,Function unknown,[]
yecF,yecF,225.0,225.0,yecF,Function unknown,['fliA']
pyrC,pyrC,1047.0,1047.0,pyrC,Nucleotide transport and metabolism,"['fur', 'purR', 'rpoD']"
umuD,umuD,420.0,420.0,umuDC,Transcription,"['lexA', 'rpoD']"
ligA,ligA,2016.0,2016.0,ligA-ypeB,"Replication, recombination and repair",[]
trpL,trpL,45.0,45.0,trpLEDCBA,No COG Annotation,"['rpoD', 'trpR']"
parC,parC,2259.0,2259.0,parC,"Replication, recombination and repair",[]
trmE,trmE,1365.0,1365.0,mnmE,Function unknown,[]
yadR,yadR,345.0,345.0,erpA,Function unknown,[]
emrA,emrA,1173.0,1173.0,mprA-emrAB,Defense mechanisms,"['mprA', 'rpoD']"
ybaB,ybaB,330.0,330.0,ybaB-recR,Function unknown,['rpoE']
insA_1,insA_1,276.0,276.0,insAB-1A-1B-1,"Replication, recombination and repair",[]
ybaA,ybaA,354.0,354.0,ybaA,Function unknown,[]
yajO,yajO,975.0,975.0,xseB-ispA-dxs-yajO,Energy production and conversion,['rpoD']
cdaR,cdaR,1158.0,1158.0,cdaR,Transcription,"['cdaR', 'nac']"
ylaB,ylaB,1551.0,1551.0,pdeB,Signal transduction mechanisms,[]
adrA,yaiC,1116.0,1116.0,dgcC,Signal transduction mechanisms,[]
ylaC,ylaC,471.0,471.0,ylaC,Function unknown,[]
ppiD,ppiD,1872.0,1872.0,ppiD,"Posttranslational modification, protein turnover, chaperones","['cpxR', 'rpoD', 'rpoH']"
ybaK,ybaK,480.0,480.0,ybaK,Function unknown,[]
ybaV,ybaV,372.0,372.0,ybaV,"Replication, recombination and repair",[]
ylbG,ylbG_1,357.0,357.0,ylbG,No COG Annotation,[]
yafM,rayT,498.0,498.0,rayT,"Replication, recombination and repair",[]
yagT,yagT,690.0,690.0,paoABCD,Energy production and conversion,[]
uxuR,uxuR,774.0,774.0,uxuR,Transcription,"['crp', 'exuR', 'rpoD', 'uxuR']"
yahC,yahC,498.0,498.0,yahC,Function unknown,[]
ykiA,ykiA,342.0,342.0,ykiA,No COG Annotation,['rcsB;bglJ']
b0332,b0332,0.0,0.0,b0332,Function unknown,[]
proS,proS,1719.0,1719.0,proS,"Translation, ribosomal structure and biogenesis",['rpoD']
gadX,gadX,825.0,825.0,gadAXW,Transcription,"['adiY', 'arcA', 'crp', 'fis', 'fnr', 'gadE', 'gadE;rcsB', 'gadW', 'gadX', 'h-NS', 'phoB', 'rcsB', 'rpoD', 'rpoS', 'rutR', 'torR', 'yieP']"
deoD,deoD,720.0,720.0,deoCABD,Nucleotide transport and metabolism,"['crp', 'cytR', 'deoR', 'fis', 'modE', 'rpoD']"
nanT,nanT,1491.0,1491.0,nanATEK-yhcH,Carbohydrate transport and metabolism,"['crp', 'fis', 'nac', 'nanR', 'rpoD']"
asnS,asnS,1401.0,1401.0,asnS,"Translation, ribosomal structure and biogenesis",[]
mutM,mutM,810.0,810.0,yicR-rpmBG-mutM,"Replication, recombination and repair","['arcA', 'rpoH']"
yodB,yodB,531.0,531.0,yodB,Energy production and conversion,['yeiE']
uhpT,uhpT,1392.0,1392.0,uhpT,Carbohydrate transport and metabolism,"['crp', 'rpoD', 'uhpA', 'uvrY', 'yeiE']"
mfd,mfd,3447.0,3447.0,mfd,"Replication, recombination and repair",['rpoD']
xylE,xylE,1476.0,1476.0,xylE,Carbohydrate transport and metabolism,[]
yeeJ,yeeJ,7077.0,7077.0,yeeJ,Function unknown,[]
uhpA,uhpA,591.0,591.0,ivbL-ilvBN-uhpABC,Signal transduction mechanisms,['crp']
pheM,pheM,45.0,45.0,thrS-infC-rpmI-rplT-pheMST-ihfA,No COG Annotation,"['fnr', 'nac', 'nsrR']"
yjiW,yjiW,342.0,342.0,symE,"Translation, ribosomal structure and biogenesis",[]
yeeU,yeeU,369.0,369.0,yeeRST-cbeA-cbtA-yeeW,Function unknown,[]
ydcI,ydcI,924.0,924.0,ydcI,Transcription,[]
selD,selD,1044.0,1044.0,ydjA-selD-topB,Amino acid transport and metabolism,[]
ykgH,ykgH,669.0,669.0,ykgH,No COG Annotation,[]
yeiT,yeiT,1239.0,1239.0,preTA,Amino acid transport and metabolism,[]
hisS,hisS,1275.0,1275.0,hisS,"Translation, ribosomal structure and biogenesis",['rpoD']
yeiP,yeiP,573.0,573.0,yeiP,"Translation, ribosomal structure and biogenesis",['crp']
ychJ,ychJ,459.0,459.0,ychJ,Function unknown,[]
alaS,alaS,2631.0,2631.0,alaS,"Translation, ribosomal structure and biogenesis",['alaS']
yagB,yagB,309.0,309.0,yagAB-insX,No COG Annotation,[]
b1331,insH4,1017.0,1017.0,insH-4,"Replication, recombination and repair",[]
yciC,yciC,744.0,744.0,yciCB,Function unknown,"['fnr', 'rpoD']"
selA,selA,1392.0,1392.0,selAB,Amino acid transport and metabolism,[]
yagM,yagM,855.0,855.0,yagML,Function unknown,[]
sieB,sieB,489.0,489.0,sieB,No COG Annotation,[]
folX,folX,363.0,363.0,folX-yfcH,Coenzyme transport and metabolism,[]
ybgD,ybgD,567.0,567.0,ybgD,No COG Annotation,[]
glnU,glnU,0.0,0.0,glnU,tRNA,[]
grxA,grxA,258.0,258.0,grxA,"Posttranslational modification, protein turnover, chaperones",['oxyR']
ydfH,rspR,687.0,687.0,ydfH,Transcription,[]
ybhC,ybhC,1284.0,1284.0,ybhC,Carbohydrate transport and metabolism,[]
glnW,glnW,0.0,0.0,glnW,tRNA,[]
osmE,osmE,339.0,339.0,osmE,Transcription,"['fis', 'ihf', 'rpoD', 'rpoS', 'yeiE']"
ynfE,ynfE,2427.0,2427.0,ynfEFGH-dmsD,Energy production and conversion,"['fnr', 'nac', 'narL', 'rpoD', 'rpoS']"
fiu,fiu,2283.0,2283.0,fiu,Inorganic ion transport and metabolism,"['arcA', 'crp', 'fur', 'rpoD']"
prpR,prpR,1587.0,1587.0,prpR,Transcription,"['ascG', 'crp', 'phoB', 'prpR', 'rpoD']"
yfaL,yfaL,3753.0,3753.0,yfaL,Cell wall/membrane/envelope biogenesis,"['fnr', 'gadX']"
pyrH,pyrH,726.0,726.0,pyrH,Nucleotide transport and metabolism,['rpoD']
ybiO,ybiO,2226.0,2226.0,ybiO,Cell wall/membrane/envelope biogenesis,[]
serX,serX,0.0,0.0,serX,tRNA,[]
pdxK,pdxK,852.0,852.0,pdxK,Coenzyme transport and metabolism,['ybaQ']
psiF,psiF,321.0,321.0,phoA-psiF,Function unknown,"['phoB', 'rpoD']"
ydhQ,ydhQ,1257.0,1257.0,ydhQ,Cell wall/membrane/envelope biogenesis,['rpoH']
ybjS,ybjS,1014.0,1014.0,ybjS,Cell wall/membrane/envelope biogenesis,['lrp']
glnK,glnK,339.0,339.0,glnK-amtB,Amino acid transport and metabolism,"['fnr', 'fur', 'gadX', 'ntrC', 'rpoN']"
ribB,ribB,654.0,654.0,sroG-ribB,Coenzyme transport and metabolism,"['FMN', 'crp']"
serU,serU,0.0,0.0,serU,tRNA,[]
hcp,hcp,1653.0,1653.0,hcp-hcr-poxB-ltaE-ybjT,Energy production and conversion,"['fnr', 'narL', 'narP', 'nsrR', 'oxyR', 'rpoE']"
gcl,gcl,1782.0,1782.0,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,Function unknown,"['allR', 'rpoD']"
ggt,ggt,1743.0,1743.0,ggt,Amino acid transport and metabolism,[]
yeeO,yeeO,1488.0,1488.0,yeeO,Defense mechanisms,[]
ybjE,ybjE,900.0,900.0,lysO,Function unknown,"['argR', 'rpoD']"
ykfJ,ykfJ,207.0,207.0,ykfJ-prfH,No COG Annotation,[]
b0373,insE2,300.0,300.0,insEF-2E-2F-2,"Replication, recombination and repair",[]
yahM,yahM,246.0,246.0,yahM,No COG Annotation,[]
lacI,lacI,1083.0,1083.0,mhpR-lacI,Transcription,"['arcA', 'crp', 'rpoD']"
hsdM,hsdM,1590.0,1590.0,hsdRMS,Defense mechanisms,['fnr']
dsdC,dsdC,936.0,936.0,dsdC,Transcription,"['dsdC', 'nsrR', 'rpoD']"
cmk,cmk,684.0,684.0,cmk-rpsA-ihfB,Nucleotide transport and metabolism,['rpoD']
fliY,fliY,801.0,801.0,fliAZ-tcyJ,Amino acid transport and metabolism,"['csgD', 'cysB', 'flhD;flhC', 'fliA', 'h-NS', 'ihf', 'matA', 'nsrR', 'rpoD', 'sutR']"
pyrB,pyrB,936.0,936.0,pyrLBI,Nucleotide transport and metabolism,"['argR', 'nac', 'purR']"
malI,malI,1029.0,1029.0,malI,Transcription,"['crp', 'malI', 'rpoD']"
ymgC,ymgC,249.0,249.0,ycgZ-ymgA-ariR-ymgC,Function unknown,"['bluR', 'fur', 'rpoD', 'rpoS', 'soxS']"
galP,galP,1395.0,1395.0,galP,Carbohydrate transport and metabolism,"['crp', 'galR', 'galS', 'nagC', 'rpoD']"
panE,panE,912.0,912.0,panE-yajL,Coenzyme transport and metabolism,[]
rpsT,rpsT,264.0,264.0,rpsT,"Translation, ribosomal structure and biogenesis",['arcA']
tolA,tolA,1266.0,1266.0,ybgC-tolQRA,Cell wall/membrane/envelope biogenesis,['nac']
ubiG,ubiG,723.0,723.0,ubiG,Coenzyme transport and metabolism,"['crp', 'rpoD']"
yhjY,yhjY,699.0,699.0,yhjY,Cell motility,[]
phoB,phoB,690.0,690.0,phoBR,Signal transduction mechanisms,"['phoB', 'rpoD']"
priA,priA,2199.0,2199.0,priA,"Replication, recombination and repair",[]
clpP,clpP,624.0,624.0,clpPX-lon,"Posttranslational modification, protein turnover, chaperones","['rpoD', 'rpoH']"
yohD,yohD,579.0,579.0,yohD,Function unknown,[]
yeaH,yeaH,1284.0,1284.0,yeaGH,Function unknown,"['ntrC', 'rpoN']"
yohJ,yohJ,399.0,399.0,yohJK,Function unknown,['yieP']
ssb,ssb,537.0,537.0,ssb,"Replication, recombination and repair","['arcA', 'lexA', 'rpoD']"
cysS,cysS,1386.0,1386.0,cysS,"Translation, ribosomal structure and biogenesis",['nac']
insA_2,insA_2,276.0,276.0,insAB-2A-2B-2-afuBC,"Replication, recombination and repair",[]
mraZ,mraZ,459.0,459.0,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,Function unknown,"['mraZ', 'pdhR', 'rpoD']"
rhlB,rhlB,1266.0,1266.0,rhlB,"Replication, recombination and repair",['arcA']
yccA,yccA,660.0,660.0,yccA,Function unknown,"['arcA', 'cpxR', 'rpoD']"
asd,asd,1104.0,1104.0,asd,Amino acid transport and metabolism,['fnr']
pspB,pspB,225.0,225.0,pspABCDE,Function unknown,"['crp', 'ihf', 'pspF', 'rpoN']"
hdeD,hdeD,573.0,573.0,hdeD,Function unknown,"['gadE', 'gadX', 'h-NS', 'phoP', 'rcsB', 'rpoD']"
solA,solA,1119.0,1119.0,solA-yceO,Amino acid transport and metabolism,[]
yhjC,yhjC,900.0,900.0,yhjC,Transcription,"['phoB', 'rpoN']"
lysU,lysU,1518.0,1518.0,lysU,"Translation, ribosomal structure and biogenesis","['lrp', 'rpoD', 'yeiE']"
spr,mepS,567.0,567.0,mepS,Cell wall/membrane/envelope biogenesis,[]
skp,skp,486.0,486.0,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,Cell wall/membrane/envelope biogenesis,"['cpxR', 'gadE', 'rpoE']"
yfbJ,yfbJ,387.0,387.0,arnBCADTEF,Amino acid transport and metabolism,[]
tgt,tgt,1128.0,1128.0,tgt-yajC-secDF,"Translation, ribosomal structure and biogenesis",[]
elaD,elaD,1212.0,1212.0,elaD,"Posttranslational modification, protein turnover, chaperones",[]
hupB,hupB,273.0,273.0,hupB,"Replication, recombination and repair","['crp', 'fis', 'rpoD']"
yfbR,yfbR,600.0,600.0,alaA-yfbR,Function unknown,['rpoH']
dnaX,dnaX,1932.0,1932.0,dnaX,"Replication, recombination and repair",['yeiE']
yfcC,yfcC,1521.0,1521.0,yfcC,Function unknown,"['argR', 'fnr', 'lrp', 'yeiE']"
rluC,rluC,960.0,960.0,rluC,"Translation, ribosomal structure and biogenesis",[]
intS,intS,1158.0,1158.0,intS,"Replication, recombination and repair",['rpoD']
cca,cca,1239.0,1239.0,ygiM-cca,"Translation, ribosomal structure and biogenesis",['rpoE']
b2394,insL3,1113.0,1113.0,insL-3,"Replication, recombination and repair",[]
hupA,hupA,273.0,273.0,hupA,"Replication, recombination and repair","['crp', 'fis', 'nac', 'yieP']"
hyfR,hyfR,2013.0,2013.0,hyfABCDEFGHIJR-focB,Transcription,"['crp', 'fhlA', 'fnr', 'hyfR', 'nac', 'rpoN', 'yieP']"
dkgB,dkgB,804.0,804.0,dkgB,Function unknown,"['nsrR', 'rpoS']"
yiiF,yiiF,219.0,219.0,yiiF,Function unknown,['yeiE']
yaiI,yaiI,459.0,459.0,yaiI,Function unknown,[]
ybaN,ybaN,378.0,378.0,ybaN,Function unknown,['fur']
ybaP,ybaP,795.0,795.0,ybaP,Function unknown,[]
yagJ,yagJ,828.0,828.0,yagJ,No COG Annotation,[]
allS,allS,927.0,927.0,allS,Transcription,['allR']
ychH,ychH,279.0,279.0,ychH,Function unknown,"['crp', 'rpoD']"
ydcK,ydcK,981.0,981.0,ydcK,Function unknown,['yheO']
yfbE,yfbE,1140.0,1140.0,arnBCADTEF,Amino acid transport and metabolism,[]
allD,allD,1050.0,1050.0,allDCE,Energy production and conversion,"['allS', 'rpoD']"
eco,eco,489.0,489.0,eco,Function unknown,['lrp']
dsbG,dsbG,747.0,747.0,dsbG,"Posttranslational modification, protein turnover, chaperones",['oxyR']
polA,polA,2787.0,2787.0,polA,"Replication, recombination and repair",['dnaA']
cbpA,cbpA,921.0,921.0,cbpAM,"Posttranslational modification, protein turnover, chaperones","['fis', 'rpoD', 'rpoS']"
treF,treF,1650.0,1650.0,treF,Carbohydrate transport and metabolism,['rpoS']
borD,borD,294.0,294.0,borD,Function unknown,"['nac', 'phoP']"
yhgE,yhgE,1725.0,1725.0,yhgE,Function unknown,['arcA']
marC,marC,666.0,666.0,marC,"Intracellular trafficking, secretion, and vesicular transport",['nac']
yaaW,yaaW,714.0,714.0,yaaW,Function unknown,[]
slyA,slyA,435.0,435.0,slyA,Transcription,['fnr']
priC,priC,528.0,528.0,priC-ybaM,"Replication, recombination and repair",[]
yhiL,yhiL,1194.0,1194.0,yhiK,No COG Annotation,[]
syd,syd,546.0,546.0,syd,"Cell cycle control, cell division, chromosome partitioning",[]
hdeA,hdeA,333.0,333.0,hdeAB-yhiD,"Posttranslational modification, protein turnover, chaperones","['fliZ', 'gadE', 'gadW', 'gadX', 'h-NS', 'lrp', 'marA', 'phoP', 'rcsB', 'rpoD', 'rpoS', 'torR']"
nfrB,nfrB,2238.0,2238.0,nfrBA,Function unknown,[]
yhjB,yhjB,603.0,603.0,yhjB,Transcription,['oxyR']
b0255,insN_1,258.0,258.0,insN_1,No COG Annotation,[]
